¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74389
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.20066
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.14498
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796861
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089014
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408955
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760658
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149149
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580299
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067303
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507998
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946569
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42967
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96437
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54009
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44307
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76518
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01146
¬(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13231
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.50583
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.47882
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.45587
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.43695
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.42205
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.41114
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.40421
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.40127
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.34511
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795071
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087039
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40681
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758299
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146524
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577378
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060557
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465612
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900034
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37838
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90752
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49583
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98448
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75169
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99928
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11524
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.71508
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.68787
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.66476
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.64572
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.63074
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.61979
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.61287
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.60997
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.5533
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791397
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083002
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402327
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753345
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141034
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571249
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033944
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429797
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860783
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33517
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85974
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44275
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29221
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80289
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98655
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08535
­(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.93276
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.90535
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.88207
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.86291
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.84784
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.83685
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.82994
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.82708
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.7699
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785755
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076861
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395587
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745965
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132814
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562085
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000055
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399781
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827843
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29889
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81956
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39805
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37732
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9095
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97326
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05507
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.15922
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.13159
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.10814
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.08885
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.0737
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.06268
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.05577
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.05296
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.99523
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780072
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070654
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388759
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738404
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124464
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552833
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966646
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370285
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795528
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26326
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78015
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41008
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45908
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01505
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95945
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02448
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.39484
­(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.36699
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.34336
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.32394
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.30871
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.29765
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.29074
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.28799
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.22966
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774306
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064358
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381823
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730819
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11604
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543466
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93372
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335666
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763781
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22833
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74146
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49796
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53735
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11938
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94508
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99352
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.64002
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.61193
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.58813
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.56857
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.55325
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.54215
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.53526
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.53256
(333.22, 7.17, 380.09) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.47365
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768771
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057988
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374852
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723081
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107517
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533976
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901324
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300168
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732645
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19404
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70356
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58551
(333.22, 7.17, 380.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61192
