¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(438.84, 14.84, 253.88) (415.48, 7.58, 236.25) (1.97, 1.13, 1.76) Tools 14.33513
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943041
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336446
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772647
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269478
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824482
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44228
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14531
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95234
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68766
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37177
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13678
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02396
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.97638
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.98025
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.98742
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.99792
(438.84, 14.84, 253.88) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.21614
(438.84, 14.84, 253.88) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.20198
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255527
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579467
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935243
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327837
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763049
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261859
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81999
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43721
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13954
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94568
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74508
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43576
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21487
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11374
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.65399
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.65706
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.66337
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.67294
(438.84, 14.84, 253.88) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 17.27628
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 18.99127
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.61265
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.6393
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.66986
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.70437
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248966
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572265
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927352
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319063
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755276
ß(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253941
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814902
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43187
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1334
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93861
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80357
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50093
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29562
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20532
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.34667
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.349
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.35452
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.36323
(438.84, 14.84, 253.88) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 19.45808
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 18.89055
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.24592
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.27127
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.30045
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.33349
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24229
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564907
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919269
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310122
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747992
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245792
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805677
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4262
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12694
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93116
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86308
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56736
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37791
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29864
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.19463
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.16882
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.14624
(438.84, 14.84, 253.88) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 16.12687
(438.84, 14.84, 253.88) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 19.10604
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.03895
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.02728
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.01932
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.01508
(438.84, 14.84, 253.88) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.01455
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235464
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557461
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91102
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301029
(438.84, 14.84, 253.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740468
