¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37755
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61572
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36509
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.92129
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 23.04145
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970716
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193882
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435711
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698494
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985136
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298875
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643658
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02428
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446551
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910021
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303443
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735179
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30253
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1944
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03423
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52588
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14551
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.457
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59702
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34768
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 20.87619
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 23.01355
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96762
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190533
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432036
½(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694541
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980775
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294105
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638444
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018507
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440108
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906478
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299575
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73099
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33808
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25467
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95577
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44073
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0295
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38646
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57809
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33077
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 20.69336
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.98648
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964549
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18722
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428473
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690663
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97655
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289469
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633288
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012835
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43382
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903315
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296323
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727602
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37407
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31467
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8796
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35808
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91684
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31646
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55895
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31441
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 20.51766
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.96026
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961582
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18403
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424991
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68689
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972423
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284938
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628298
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007318
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427675
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896426
Ú(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293623
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759624
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41059
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37052
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80565
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27794
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80743
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24693
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41146
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29852
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.06174
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04567
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04717
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.09971
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.08167
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.08256
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.08679
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.11478
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95869
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180898
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421589
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683157
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968368
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280504
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623446
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001919
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421672
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889741
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291506
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792055
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44759
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30409
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73392
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20019
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70763
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1139
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11621
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.0485
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98737
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.22969
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.17443
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.28289
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04208
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04587
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.05221
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.0611
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955843
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177826
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418262
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67958
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964431
Ù(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276138
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618667
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996666
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41581
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883195
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289967
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824902
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48511
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23963
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66434
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12484
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62572
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86411
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.13646
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01025
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94687
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.19084
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.46443
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.45623
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01423
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.018
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.0243
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.0343
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953095
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174839
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415038
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676039
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96059
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271951
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614015
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991525
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410103
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876807
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288949
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85822
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52312
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1771
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59684
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0644
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59936
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69318
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96357
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.97482
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.90914
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.15475
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.4422
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.43585
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98902
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.99276
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.999
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01078
Í(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950387
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171931
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411883
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672591
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956856
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267849
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609512
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98652
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404556
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870609
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303753
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8919
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56164
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13151
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58097
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0707
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.638
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60141
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19687
(401.67, 14.14, 245.99) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 19.99097
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.89446
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.12022
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.42285
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.41814
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96641
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.9701
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.9774
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98987
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947768
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1691
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408792
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669252
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953209
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263832
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605135
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981647
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39916
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864586
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33385
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926026
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56903
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13796
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58794
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07831
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70873
(401.67, 14.14, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51243
(401.67, 14.14, 245.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98611
