¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725707
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068787
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.494674
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.465446
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.438058
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.412482
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.388692
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.36666
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.346369
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.327793
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.310919
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.295726
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.282199
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.270329
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.425051
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.20137
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.38212
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54689
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743752
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956294
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186423
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433636
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702806
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005493
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324475
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6755
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063516
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494547
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.482892
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.455437
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.429798
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.40595
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.383862
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.36352
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.344898
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.327978
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.312744
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.299181
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.287275
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.425776
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.19725
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.38136
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.17751
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543295
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739888
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952134
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181901
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42708
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695421
ì(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999535
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320387
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670984
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058495
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488987
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.502083
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.474556
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.448849
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.424933
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.402787
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.382387
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.363712
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.346745
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.331466
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.317862
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.305918
(425.64, 14.83, 253.05) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.427299
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 10.19513
(425.64, 14.83, 253.05) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 11.38247
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.17916
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539835
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736169
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948092
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176831
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420699
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688217
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99165
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316526
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666721
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053763
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483737
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945663
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451637
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07375
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7526
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56075
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.13433
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.10272
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.07363
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.04701
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.02285
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 12.00112
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.9818
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.96488
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.95032
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.18357
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536501
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732534
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944185
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171085
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414499
ê(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681172
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983869
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312848
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662689
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049318
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478754
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928519
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42885
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.699818
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.668434
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.639127
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.611865
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.586622
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.56337
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.542087
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.52275
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.505338
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.48984
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.47793
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.90046
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.19075
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53325
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729051
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940412
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165559
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408458
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67425
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976322
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308509
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658908
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045115
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474129
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911882
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406435
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.490032
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.459531
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.431055
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.404578
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.380075
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.357517
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.336882
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.318153
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.301307
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.286328
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.33854
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.90746
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.20071
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53011
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725658
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936505
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160172
÷(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402592
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66747
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968893
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300318
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655383
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041204
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468431
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895796
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.322616
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.290923
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.261246
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.233552
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.207812
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.184003
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.162096
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.142074
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.123911
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.107594
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.093105
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.39735
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.91642
(425.64, 14.83, 253.05) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 14.21346
(425.64, 14.83, 253.05) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 24.08901
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527081
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722394
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931672
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154928
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396926
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660876
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961626
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292332
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652051
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037541
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454365
(425.64, 14.83, 253.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880209
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.132627
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.101756
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.072856
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.045897
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.020851
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.997693
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.976398
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.956947
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.939319
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.923495
(425.64, 14.83, 253.05) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.909463
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.45902
(425.64, 14.83, 253.05) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.92735
(425.64, 14.83, 253.05) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 23.9362
