¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93608
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08119
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88364
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82247
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84363
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27331
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02156
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95071
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587067
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85837
µ(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154461
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478795
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835497
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229668
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66733
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15611
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705255
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33419
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0704
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87123
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79992
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7914
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1553
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56162
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6233
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58548
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856688
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152599
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476745
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833259
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227163
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664544
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152973
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701709
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32728
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05961
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85877
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75628
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73973
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03835
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12505
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3496
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583894
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854906
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150682
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474649
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830967
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224604
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661749
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149778
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698142
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32019
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04879
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84626
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71229
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68859
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92249
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71395
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08367
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582284
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853153
Ò(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148761
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472508
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812468
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658838
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146521
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694462
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31438
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.888864
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.848266
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66878
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63802
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80769
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40862
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70364
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580597
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851325
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146769
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469601
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793288
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207462
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655913
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143252
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.843846
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.799843
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.757976
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.718196
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.68046
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58801
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71224
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11045
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26124
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57891
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849483
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144744
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452174
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774288
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190758
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652868
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.762104
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.716799
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.673642
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.632585
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.593581
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.684753
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53857
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65417
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82393
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88577
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577196
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847614
ç(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141246
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434984
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755428
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173713
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649831
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.9846
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.595051
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.552696
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.569205
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.629569
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.748274
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48971
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59678
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54842
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58597
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32536
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575437
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845703
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125563
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417903
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736781
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15637
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646734
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132988
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.551247
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.608294
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.667808
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.729863
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.813932
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44135
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52041
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28341
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2979
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40591
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573675
(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842415
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.039348
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.030032
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.022108
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.015567
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.010403
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.006613
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.004191
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.003136
(388.93, 14.62, 306.79) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 7.039141
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.834023
(388.93, 14.62, 306.79) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.900543
