¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82689
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576802
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089463
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3065
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00554
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8093
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77544
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90892
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26639
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92117
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95552
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95365
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69673
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49895
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75117
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008758
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341631
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708057
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116481
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572375
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084482
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30241
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00091
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80341
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76075
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89145
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2453
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89518
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93423
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83554
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56984
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3623
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05795
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005743
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338207
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704245
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112235
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567619
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079134
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657701
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99576
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79748
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74535
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87313
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2232
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88555
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91018
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72124
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44707
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54238
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37874
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002515
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334255
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700172
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107699
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562538
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07342
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65121
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99014
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79099
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72918
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85397
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20007
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88002
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88501
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6547
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69568
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90557
í(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70784
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999076
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330081
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695841
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102876
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557129
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067341
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644304
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30211
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78392
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71238
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83397
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18816
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.873
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85879
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91509
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98373
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32225
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995426
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325685
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691252
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097766
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551398
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060901
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.63699
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29472
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7763
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70325
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81315
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18131
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86456
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83149
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99604
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28548
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69845
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991567
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321073
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686405
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09237
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545351
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054098
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.62927
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28688
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7681
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69366
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79945
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17333
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85463
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80313
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9459
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63912
ã(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9705
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987498
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316238
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681307
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086693
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538995
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046944
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623635
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27858
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02953
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68344
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79186
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16412
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84329
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77379
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89531
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88879
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29272
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983195
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311192
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675957
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080735
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532334
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039435
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617617
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26982
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02075
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67262
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78337
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1538
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83052
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74339
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8527
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12155
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69986
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978417
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306095
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670355
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074501
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.525361
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031579
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610213
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26061
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01144
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87544
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77387
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14232
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81625
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.712
(419.86, 14.40, 316.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8276
