¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237527
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3238
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11915
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07502
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08717
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45578
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04789
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.60088
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.52856
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.52255
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.52108
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.52439
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.533
(415.64, 14.50, 251.23) (384.26, 8.06, 250.87) (0.81, 2.16, 0.81) Human 15.5476
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.953616
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.123154
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307305
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506336
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725869
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966184
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229545
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519358
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830552
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175648
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562467
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984458
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4594
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.987675
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592691
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28238
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07066
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01746
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01281
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36619
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93485
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89915
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14981
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.66342
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.62101
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.58278
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.54869
Õ(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.944036
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.112976
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.296363
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494504
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713159
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952329
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214528
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502684
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812186
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15585
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540166
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959532
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431409
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956005
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557034
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24181
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02324
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96115
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0597
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27887
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82496
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76588
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.39277
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.3474
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.30619
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.26909
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.23606
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934616
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102991
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285599
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482868
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700639
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938686
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199738
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48629
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794136
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136377
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518275
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935072
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403968
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924975
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522117
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20186
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97687
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90606
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99194
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19377
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71811
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63632
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.08893
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.04477
Ó(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.00468
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 19.96864
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 19.93661
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.925351
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093169
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275011
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471425
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688312
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925254
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185176
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470179
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776399
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117229
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496791
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911076
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377073
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894572
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487929
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16277
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93049
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85218
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92576
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11084
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61423
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51044
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71341
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.1919
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.18407
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.18018
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.18022
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.916245
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.083511
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264603
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460177
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676178
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912033
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17084
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454348
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758975
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098403
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475713
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887539
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350721
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864797
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454465
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12454
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88513
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7995
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86194
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08749
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51331
Ø(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38811
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5769
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.47289
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.46492
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.46095
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.46096
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.907298
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.074016
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.254373
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449123
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.664235
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899025
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156733
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438798
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741867
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079903
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455041
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864465
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324909
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835997
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421722
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08717
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84085
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74695
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80047
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01374
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41524
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26927
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44466
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.76592
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.75782
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.75375
(415.64, 14.50, 251.23) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 20.75374
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898506
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064685
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.244319
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438262
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652485
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88623
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142853
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423529
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725069
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061724
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434772
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841982
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299631
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807951
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38969
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05064
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79763
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69505
·(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74043
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94192
(415.64, 14.50, 251.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31999
