¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 15.8415
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91959
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.592
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35526
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32569
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8015
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83072
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35597
(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 16.14108
(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 16.14104
(333.08, 7.23, 328.95) (329.28, 1.60, 297.58) (0.81, 2.16, 0.81) Human 16.14932
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583402
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768875
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968303
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181792
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410599
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658346
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927388
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220569
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541188
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893215
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281414
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71156
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33593
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11373
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99248
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67437
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44902
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46011
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96774
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41832
ˆ(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77453
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595281
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781633
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982038
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198081
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429378
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678716
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949525
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244699
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567605
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922248
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313484
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747169
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368967
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17983
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06708
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75872
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53624
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57447
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13844
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03662
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22221
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607402
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794619
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996015
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213177
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447908
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699401
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972041
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269294
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594534
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951876
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34621
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783475
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402078
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23873
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14349
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84517
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60874
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65718
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3137
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53963
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68799
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619719
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807852
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010242
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228498
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464509
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720471
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994978
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294313
ÿ(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621953
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982047
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379545
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820528
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435287
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27822
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22165
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91971
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68312
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.741
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5494
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62793
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632229
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821277
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024712
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244123
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481407
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738827
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018345
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319811
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6499
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012781
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413535
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858322
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46858
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31788
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3017
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98694
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7594
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82598
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81454
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71544
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644975
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83495
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039422
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259979
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498583
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757475
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02885
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345761
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678342
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044095
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448183
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896837
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502008
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35766
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33366
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05584
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83764
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91209
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9492
†(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8022
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657912
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848854
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054379
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276113
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516048
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772635
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036532
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356005
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707292
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076006
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483484
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93611
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535521
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3976
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32676
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12468
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91789
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99938
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01859
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88808
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671034
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862984
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069577
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292523
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533825
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780031
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044532
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358204
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723123
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108492
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519472
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976123
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569081
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4376
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32008
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14114
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00018
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08778
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08605
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02878
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684401
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877318
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085012
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309202
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542974
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787696
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052867
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360573
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725736
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130692
ƒ(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556086
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016953
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602683
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44209
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31355
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15834
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05643
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17656
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15162
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18842
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697965
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891879
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100704
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323325
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550375
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795698
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0615
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36315
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72855
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133831
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585732
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058527
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636369
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43666
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30717
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17629
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07719
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24985
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21513
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19321
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711748
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906689
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116673
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330449
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558037
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803974
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070517
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365871
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731583
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137173
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589498
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096872
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670158
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43141
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.301
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19504
(333.08, 7.23, 328.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09882
