°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803506
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689043
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12686
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627553
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205624
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880426
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687777
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74751
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07023
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64194
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26259
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15499
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93191
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63719
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39855
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15998
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.936615
¥(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.05215
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.175463
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.307442
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.448876
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.603912
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780451
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.972077
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180731
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40971
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677515
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974515
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305542
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676785
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111853
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610327
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185707
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856998
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680853
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73897
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05949
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64709
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24429
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14293
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21599
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94191
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81188
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51771
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.931319
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.046506
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.169461
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.301
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.441981
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.593617
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769314
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.959988
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167563
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402855
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669979
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966101
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296164
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66625
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097289
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593624
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166321
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834293
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674526
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73118
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04963
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6594
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.228
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15202
∑(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51219
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34664
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3308
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89193
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.926214
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.041055
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.163666
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.294811
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.435371
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.586363
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758454
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948172
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154711
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396248
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662713
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958016
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287163
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656125
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083147
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577398
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147545
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8123
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668772
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72411
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0407
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70005
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21366
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18182
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90879
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84785
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72046
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28363
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.920164
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035578
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.158082
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.288839
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.428965
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.579505
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.747841
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.93668
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148973
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38992
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655715
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950267
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278443
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646367
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069406
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561681
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129328
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796686
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661629
∂(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71776
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03269
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74257
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2287
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21415
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36615
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37757
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11106
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72357
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.91392
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.028936
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.151742
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.283092
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.422846
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.572876
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.737518
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925461
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143435
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383853
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648965
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94276
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27012
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636992
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056164
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546447
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111691
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786936
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644407
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7121
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02557
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78697
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28328
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24911
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20192
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93827
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60132
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32158
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.907838
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.022452
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.14484
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.275757
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.416092
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.566553
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.727678
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.91966
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.138138
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377999
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642514
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935605
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262147
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628041
∫(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043292
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531729
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09465
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777747
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627807
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70052
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02531
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79892
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34027
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33689
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04395
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20812
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17638
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95584
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.901971
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.016205
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.138163
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.268616
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.408442
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.558671
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.720454
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.915014
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133029
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372408
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63633
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928788
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254505
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61946
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031106
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517493
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078205
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769047
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611818
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68073
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03181
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80752
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48342
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55316
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60166
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42509
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41186
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.896293
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.010146
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.131692
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.261714
(381.55, 10.64, 321.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.401061
