¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354838
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.73271
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.86382
×(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.12795
(443.67, 14.83, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 13.96779
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690725
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888881
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102595
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333641
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584204
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85683
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154466
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480589
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839522
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236285
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67719
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169788
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694724
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19789
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83357
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45413
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12284
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.988
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.8163
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.71257
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.64698
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.63454
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.63652
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.68876
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.7721
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.89922
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.15031
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.34233
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682496
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880042
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09304
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323335
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573035
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844654
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141151
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466016
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82342
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218467
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657312
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147532
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669724
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16493
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78366
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40201
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03225
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.05949
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.87474
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.76454
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.69843
ß(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.68216
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.68096
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.73362
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.81403
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.94208
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.18786
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.23643
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673245
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87139
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083675
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313186
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562042
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832681
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128067
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451671
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807609
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200975
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637855
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125767
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645557
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13811
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73479
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35127
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94432
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.13466
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.93629
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.81936
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.75268
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.73248
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.72801
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.78111
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.85857
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.98759
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.22966
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.18425
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664082
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862883
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074503
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303268
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551256
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82097
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115229
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437585
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792127
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183857
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618774
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104424
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622126
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11219
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68702
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30193
æ(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85891
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.21363
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.00101
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.87707
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.80981
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.78553
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.78104
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.83129
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.90574
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.0358
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.27419
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.1717
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655062
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854498
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065511
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293503
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540662
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809448
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102669
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423817
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776948
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166994
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600106
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083496
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599474
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08711
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64036
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24497
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77602
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.29649
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.06899
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.93776
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.86987
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.84139
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.83689
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.88419
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.95561
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.08677
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.32152
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.21562
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646164
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845415
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05667
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283951
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530312
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798164
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090333
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410295
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762074
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144588
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581771
ß(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063025
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577612
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06291
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60218
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17169
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69553
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35161
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.14031
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.00149
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.93294
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.9001
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.89559
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.93988
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.00822
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.14055
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.37168
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.3163
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637464
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835999
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047986
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274587
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520146
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787106
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078253
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397064
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747503
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122458
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56386
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042978
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556477
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03955
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57619
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10055
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61741
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22368
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.21506
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.06833
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.9991
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.96174
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.95723
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 11.99843
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.06363
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.1972
(443.67, 14.83, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 12.42474
(443.67, 14.83, 258.46) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 14.49874
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62884
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826749
(443.67, 14.83, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039502
