¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š (426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.193555
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250579
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.223845
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.194823
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.167269
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.14115
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.116439
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.093108
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.071136
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.050495
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.031167
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.013129
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.996365
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.980858
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.96659
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.953547
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.941718
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.931091
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.504924
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74928
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90885
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01433
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.172926
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.142816
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.114183
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.086998
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.061229
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.03685
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.013834
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.992157
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.971796
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.952728
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.934935
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918399
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.903103
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.88903
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.876167
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.864501
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.85402
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.509813
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71257
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87551
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.29077
“ (426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.22525
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.23645
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.26544
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.29829
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.34396
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012786
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.094757
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.065038
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.036778
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.009948
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.984515
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.960454
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.93774
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.916347
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.896251
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.877435
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.859877
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.843559
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.828465
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.81458
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.801889
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.79038
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.796267
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.514871
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67696
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84353
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.70253
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.96651
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.92233
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.93264
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.95528
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.98168
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.01186
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011294
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.019705
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.990363
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.962461
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.93597
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.910861
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.887106
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.864679
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.843559
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.82372
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.805144
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.787811
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.771703
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.756804
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.743098
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.730571
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.719212
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.800398
š (426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.520099
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.530838
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.517303
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 19.33393
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.6716
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.63239
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.64522
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.66715
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.69278
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.72213
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.978069
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.94763
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918648
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.89109
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.864925
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.840125
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.816665
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.794515
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.773654
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.754062
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.735717
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.718601
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.702693
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.68798
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.674446
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.662078
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.650863
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.804664
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.525496
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.522409
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.508891
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.584583
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.3893
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.35473
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.36993
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.39119
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.41609
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.44939
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918902
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.887448
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.857462
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.82891
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.801762
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.775985
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.751553
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.72844
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.706618
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.687148
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.669025
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.652115
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.6364
 (426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.621866
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.608498
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.596281
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.585204
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.809062
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.531062
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.515662
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.502156
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.557743
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.13194
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.08906
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.10612
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.12674
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.15096
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.19241
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00696
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.990318
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.959771
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.930685
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.903026
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.876765
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.851872
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.828321
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.806085
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.785142
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.765471
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.747047
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.729856
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.713878
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.699097
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.685497
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.673065
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.813593
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.536799
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.510587
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 8.497093
(426.33, 14.93, 248.26) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 9.531771
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 17.94329
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 17.91188
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 17.92304
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 17.94591
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 17.97233
(426.33, 14.93, 248.26) (389.10, 8.75, 252.76) (7.81, 2.85, 7.24) Truck 18.01517
(426.33, 14.93, 248.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005545
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.09806
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.066926
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.037278
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.009083
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.982312
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.956936
(426.33, 14.93, 248.26) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.932924
