¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216479
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593192
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728531
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870275
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018954
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174994
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338882
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51113
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692404
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865661
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008993
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158901
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361841
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613932
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881921
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16736
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47188
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79736
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14456
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215174
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871445
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150282
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453836
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582646
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717553
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858842
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007031
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162555
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325881
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49758
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67381
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809129
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950519
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098338
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280125
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527627
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790641
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07059
ü(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36912
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68804
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99492
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214767
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871506
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150381
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444503
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572972
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707451
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84838
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996135
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15118
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314013
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485138
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621125
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754667
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894146
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03995
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201121
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444225
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702439
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977148
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26995
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58259
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85112
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21433
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871599
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150505
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436002
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564116
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698277
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838819
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986171
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140776
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303178
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444096
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570365
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702173
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839811
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983695
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134159
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363616
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617219
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886974
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17431
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48095
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71294
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9452
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213861
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871788
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150654
€(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428364
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556173
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689986
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830207
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977194
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131419
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27722
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396711
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521412
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651574
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787468
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929536
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078068
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285703
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534949
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799881
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08199
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36493
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58003
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80644
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21336
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871954
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150837
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421517
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549052
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682614
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822511
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969196
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119771
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233002
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351058
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474249
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602839
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737111
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87742
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024063
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210427
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455444
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715838
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992945
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24236
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45227
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67308
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90561
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21283
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872186
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151087
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415521
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542843
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676122
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815755
ş(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962137
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078471
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190425
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307103
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428884
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555924
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68861
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827227
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972136
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137706
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378674
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634658
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906982
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12442
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32937
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5449
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77173
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212267
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872426
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15137
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410338
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53744
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670528
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809929
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932526
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038728
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149402
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264826
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38522
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510864
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642022
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779014
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922193
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071952
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304558
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556346
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820247
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01089
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21113
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42161
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64304
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87627
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211672
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872737
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15169
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405962
(342.02, 7.14, 374.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532907
