¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95818
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687666
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906496
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143158
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397334
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674788
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978389
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3116
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681792
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0837
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.527034
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022345
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580591
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93144
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70255
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59575
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71146
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03619
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53531
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.44708
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.42238
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.40076
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.62083
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.81975
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.81613
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.8156
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689569
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908556
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145802
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400216
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677939
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982187
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315691
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686325
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089823
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53387
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030392
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23063
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94212
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71246
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61015
¯(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72855
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06358
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.30517
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.27773
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.25335
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.23203
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.21372
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.91381
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.00254
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.9927
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.98599
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.98239
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.98191
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691508
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910657
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148509
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403166
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681167
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985822
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319871
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690959
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096106
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540885
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617992
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24012
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95302
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72274
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62802
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74598
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08891
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.14206
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.11496
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.09091
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.06985
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.05179
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.46542
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.84337
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.82519
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.81606
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.81256
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.81214
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693482
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912799
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150935
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406183
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684464
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989445
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324141
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695688
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102547
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103376
¹(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625144
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24979
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96409
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73336
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64805
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76372
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10965
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.98528
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.95852
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.93476
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.91398
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.01605
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.22585
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.1447
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.12591
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.11031
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.09787
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.08858
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695495
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914979
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153306
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409268
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687839
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993148
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328498
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700518
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109144
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10998
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633266
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25962
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97539
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75023
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66848
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78175
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1277
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.00286
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.81263
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.78468
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.93003
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.07391
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.0589
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.78579
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.6859
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.59028
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.5546
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.40265
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697543
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917199
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155719
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412419
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691284
Â(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996932
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332943
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705442
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6489
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116772
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642027
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26959
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98542
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76808
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68932
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80013
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14634
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64072
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.98913
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.96542
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.94468
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.9276
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.16943
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.85226
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.00654
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.90702
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.2565
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.20514
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699625
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919457
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158176
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415636
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694801
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000794
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337474
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232454
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655176
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123772
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650974
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27977
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99562
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78629
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71052
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8188
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16556
(421.74, 14.86, 249.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66399
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.04736
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.02359
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.12448
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.21981
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.86737
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.84805
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.74111
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.24012
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.14085
(421.74, 14.86, 249.73) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.04589
