¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.38267
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.912248
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.682673
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.530265
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.465965
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.419579
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.439092
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.460531
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.561383
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.668047
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.878757
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.17284
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.89305
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.82856
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.93712
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.88474
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.63876
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.82407
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481023
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745232
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033328
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348619
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695062
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077444
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501576
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974551
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505209
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00447
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.02841
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.62114
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.443005
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.319426
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.257468
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.225467
ö(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.243826
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.271609
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.369806
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.472012
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.682087
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.972884
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.68195
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.14145
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.25712
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.20342
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.94569
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.61838
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479375
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743423
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031338
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346425
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692657
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074793
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498618
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971242
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501489
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957775
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.720936
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.387259
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.217017
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.119539
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.059768
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.04085
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.058144
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.09319
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.187363
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.292775
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.494693
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.782172
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.48012
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.41574
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.59199
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.53692
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.4144
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.53418
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477659
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741557
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02931
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344204
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69023
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072092
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495637
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967888
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481269
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912028
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.434563
ı(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.1666
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.003644
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.929838
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.872103
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.865107
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.88141
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.923055
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.013468
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.121708
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.315993
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.600135
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.28699
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.95654
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.97317
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.95234
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.95519
(404.31, 14.29, 245.83) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.86781
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475965
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739702
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027276
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341977
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687771
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06939
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492606
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964504
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44083
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.795795
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.167298
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.958145
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.807909
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.749626
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.693796
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.697674
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.713059
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.760695
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.847594
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.95832
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.145456
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.426252
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.10207
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.17231
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.2859
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.26068
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.09039
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.78166
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474225
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737816
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025203
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33971
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685268
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066628
„ (404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489544
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961088
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410473
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.283291
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.918036
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.76098
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.634697
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.578265
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.525201
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.538024
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.552556
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.605641
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.689248
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.802152
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.982582
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.260036
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.924898
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.49227
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.61386
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.58872
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.40593
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.92904
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472475
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735886
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023124
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337448
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682776
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063847
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48645
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957626
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380825
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.030565
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.725183
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.574265
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.46987
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.415172
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.394969
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.385674
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.399414
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.457456
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.537975
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.652781
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.826916
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.101036
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.755029
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.82784
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.95806
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.93304
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.73678
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.22929
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4707
ÿ(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733996
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021028
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335127
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68022
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061043
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483335
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94455
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351175
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.793852
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.556531
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.536307
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.517837
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.501101
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.486079
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.472762
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.461133
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.451179
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.442894
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.509821
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.678038
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.948841
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.592069
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.18005
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.3196
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.29475
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.08397
(404.31, 14.29, 245.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.28331
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468903
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732052
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018924
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332787
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67766
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058187
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480165
(404.31, 14.29, 245.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915548
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.148286
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.674108
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.651916
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.631517
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.34467
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.50881
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.59391
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.64319
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.65799
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.60042
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.537389
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.530734
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.535566
(404.31, 14.29, 245.83) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.803075
