¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.1121
(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.33694
(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.31437
(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.29429
(423.85, 14.68, 253.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.27665
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739781
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944531
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15664
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383427
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626595
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887902
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171478
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605526
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434401
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05206
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5222
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.58851
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.56235
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.53837
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.51654
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.49685
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.47927
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.46378
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.45038
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.43904
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.42976
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.42252
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.41733
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.41417
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.41303
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.41393
ø(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730634
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934792
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147587
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373743
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61623
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876786
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157438
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567236
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388243
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05819
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.53577
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.54176
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.54982
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.55995
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.57216
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.58646
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.37618
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.36082
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.3807
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.40298
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.4274
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.45398
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.48274
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.51372
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.54694
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.58244
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721807
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925373
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138906
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364472
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606278
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866085
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145917
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528344
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341399
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06485
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.74129
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.74812
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.75705
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.76811
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.78129
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.79661
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.27707
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.56762
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.58892
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.61238
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.63803
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.66588
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.69597
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.72832
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.76298
ø(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.79998
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713268
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916249
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130587
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355561
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596733
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85584
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134911
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518487
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293909
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07204
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.95705
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.96479
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.97469
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 10.98674
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.00097
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.01738
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.18181
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.78525
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.80777
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.83249
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.85946
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.88868
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.9202
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.95404
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.99025
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.02884
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705029
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907463
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122602
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347043
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587615
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846049
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124347
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516159
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245812
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07973
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.18377
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.1925
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.20343
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.21657
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.23193
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.24953
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.09024
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.01416
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.03799
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.06408
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.09247
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.12317
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.15623
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.19167
÷(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.22954
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.26986
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697081
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899006
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114886
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338911
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578917
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836705
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114285
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519546
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215183
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08796
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.42223
(423.83, 14.73, 253.62) (414.30, 7.73, 233.94) (1.88, 1.40, 1.43) Tools 11.43203
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.59682
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.57039
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.54633
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.52461
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 10.00223
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.15244
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.28043
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.46075
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.45047
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.44243
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.43662
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.44211
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.48177
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.52395
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689445
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890841
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106155
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331186
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570616
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82779
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104707
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527898
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210958
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09126
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.67327
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.68425
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.69753
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.71313
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.73106
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 11.75134
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 9.91766
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.11293
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.536
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.56517
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.59675
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.63078
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.66729
ø(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.70633
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.74792
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.79212
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68207
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882977
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097782
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323816
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562737
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819339
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095616
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536088
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.76861
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.741526
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.716305
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.692918
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.671341
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.651554
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.633538
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 12.02291
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 9.836406
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.07306
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.8057
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.83661
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.87
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.9059
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.94436
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 11.98541
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 12.02909
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 12.07546
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875455
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089726
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316844
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555266
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811317
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086974
(423.83, 14.73, 253.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544165
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.699129
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.672249
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.647214
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.626246
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.63759
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.650654
(423.83, 14.73, 253.62) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 8.665448
(423.83, 14.73, 253.62) (414.06, 7.73, 232.70) (1.88, 1.40, 1.43) Tools 12.30969
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 9.758352
(423.83, 14.73, 253.62) (414.30, 9.12, 233.94) (1.88, 1.40, 1.43) Tools 11.03284
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 12.09068
(423.83, 14.73, 253.62) (414.06, 9.12, 232.70) (1.88, 1.40, 1.43) Tools 12.12346
