¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80884
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18387
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062855
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391724
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74305
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.138362
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561334
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0101
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52427
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07042
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69066
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35198
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10304
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94973
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6339
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88996
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52995
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95289
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069509
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396662
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748436
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148484
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567765
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01717
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53373
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08094
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70255
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3653
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12082
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97426
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66418
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92501
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60557
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72504
º(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076086
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401608
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753829
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15853
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574263
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02573
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5433
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09156
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71461
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37882
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13884
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99906
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69479
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95466
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68125
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46057
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082582
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406556
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75957
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168501
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580824
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0385
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55295
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10229
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72687
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39741
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1571
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02412
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01669
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98447
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74873
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16329
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087256
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411508
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768555
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176611
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587444
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05124
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5627
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11866
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73929
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4184
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17561
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04943
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04505
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01442
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7724
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86891
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95763
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091812
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416463
£(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777464
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182705
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594127
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06395
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57254
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13638
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7519
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43805
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19434
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07501
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07371
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24124
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79527
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.27174
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.7659
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09637
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421416
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786294
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188851
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600867
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07662
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58247
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1541
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76468
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45485
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21653
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10083
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10266
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27443
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8173
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39886
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51622
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100927
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426373
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795044
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195054
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.607666
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08925
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59249
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17181
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77764
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47186
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2426
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12691
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1319
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30206
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79615
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17079
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26996
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105483
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431327
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803708
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201304
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615144
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10184
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60259
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18848
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79077
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48906
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2688
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15136
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15824
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33726
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83266
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12408
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05633
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11004
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436282
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812289
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207607
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626465
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1114
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61278
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20042
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80644
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50646
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29305
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17569
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18228
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37261
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85467
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07137
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80597
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114589
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442955
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820782
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213958
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637742
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12068
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62556
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2125
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82557
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52406
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31653
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20031
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20851
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40811
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8944
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05088
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58862
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11914
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450617
¡(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829185
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220359
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64897
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13005
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64131
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22474
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84478
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54185
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34022
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22665
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23815
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44375
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93362
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04964
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.46333
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123685
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458196
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837494
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226807
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660151
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13948
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65703
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23713
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86406
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55984
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36411
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25322
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26802
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47952
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97232
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04867
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.22878
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128224
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465685
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845713
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233301
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671278
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14899
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67271
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24966
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88341
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58058
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38819
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28001
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29811
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51542
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01048
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04797
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.994
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132756
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473086
›(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853829
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239841
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.682354
(435.22, 15.13, 319.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15856
