¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335488
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755522
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981666
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227571
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495884
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789741
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112894
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469876
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866199
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308642
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805642
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.367826
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00878
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74612
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4028
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4806
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66815
(376.02, 7.11, 353.49) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.36086
(376.02, 7.11, 353.49) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.479
(376.02, 7.11, 353.49) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.46094
(376.02, 7.11, 353.49) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.43293
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.46962
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.46078
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.34528
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.71624
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.21502
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.21814
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.22462
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743153
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96824
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212951
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479904
İ(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772208
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093577
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448492
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842402
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282006
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775632
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333763
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96979
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70107
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34654
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41401
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68666
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19436
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9959
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89952
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.52448
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.49619
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.49075
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.39616
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.53744
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.26554
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.26867
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.27518
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730853
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954893
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19842
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464028
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754795
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074396
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427265
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818785
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25558
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745869
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300001
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931169
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65647
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29088
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3482
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60761
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13296
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96823
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.61905
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.57307
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.54018
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.53807
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.45076
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.44373
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.32289
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.32942
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718627
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941629
Ä(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183982
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448257
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737501
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05535
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406193
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79535
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229366
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716361
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26654
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892912
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61232
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44697
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28309
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5296
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03761
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94263
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85323
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.64592
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.6172
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.61131
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.50912
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.50207
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.38084
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.3874
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706479
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92845
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16964
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432593
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720328
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036443
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385281
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772102
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203371
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687107
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233382
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855021
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56861
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39601
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21882
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4525
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9436
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91906
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83332
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94994
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.81884
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.80471
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.57131
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.56424
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.44919
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694408
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915358
¸(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155395
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417039
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703279
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017678
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364531
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749039
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177594
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.658112
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200531
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817499
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52536
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34561
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30712
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37642
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85089
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8977
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81561
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84332
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.88585
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.87167
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.6374
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.63031
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.51484
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682415
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902352
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141247
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401594
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686355
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999057
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343946
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726169
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15204
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629377
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167991
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78035
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48256
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29577
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24836
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30129
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75945
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8837
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80003
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.85647
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.8271
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.81649
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.70745
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.70034
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670504
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889439
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127201
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386265
³(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669561
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980582
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323528
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70349
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126708
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600904
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135761
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743578
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44021
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2465
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19032
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22713
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66929
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87163
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78303
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.91472
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.87962
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.86964
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.78154
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.7744
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658674
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876616
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113256
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371049
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652897
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962254
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303279
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681007
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101604
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572697
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103846
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707178
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39832
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19778
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13297
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24142
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58036
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85805
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76302
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.9944
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.95816
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.94795
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.85974
(376.02, 7.11, 353.49) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.85258
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64693
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863886
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099417
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355952
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636363
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944075
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283201
°(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658719
(376.02, 7.11, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076724
