¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3854
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49384
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8847
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02614
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00044
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97735
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95688
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93898
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92365
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91087
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90063
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89292
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88773
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88505
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88488
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805125
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974176
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15455
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347485
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554204
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776238
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221478
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78764
Ä(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154384
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649454
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247747
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66797
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23027
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80305
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53607
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02198
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93973
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91422
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89132
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87101
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85326
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83805
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82539
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81524
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8076
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80247
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79984
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7997
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841956
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013369
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196366
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392174
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60211
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827628
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296752
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820143
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188181
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685083
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288654
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842475
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3699
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95925
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57911
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11073
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85696
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83164
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80891
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78875
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77113
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75606
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74349
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73343
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72587
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7208
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7182
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71809
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55066
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782147
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239079
´(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437849
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651011
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880172
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37303
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851378
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222532
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720919
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329788
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971851
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51395
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12071
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62302
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10825
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77772
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75258
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73001
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69252
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67756
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66509
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65512
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64763
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64261
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64005
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63996
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548348
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734266
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926151
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132558
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43687
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933916
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450276
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88307
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257447
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756982
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37117
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06911
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66266
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28762
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66774
(341.26, 7.29, 379.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10612
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70191
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67695
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65454
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63467
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61731
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60246
(341.26, 7.29, 379.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5901
