¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.03969
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297729
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647013
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021951
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434467
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893535
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407401
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986353
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54906
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14376
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70085
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.0411
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.26527
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.39608
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.47018
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.48452
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.45133
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.3648
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.19643
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.48781
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.47195
(444.70, 14.76, 260.49) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.47777
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290373
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638908
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013784
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425398
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88341
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396046
ò(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9735
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57317
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17075
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.47624
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.10733
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.34973
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.49208
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.57082
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.58958
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.56246
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.48133
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.31885
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.2336
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.35552
(444.70, 14.76, 260.49) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.15785
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282788
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630541
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005422
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416113
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873036
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384378
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96032
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59741
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19791
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.23654
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.19405
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.16079
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.59178
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.67204
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.69883
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.05107
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.02932
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.00981
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.13886
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.4377
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274994
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621945
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99683
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406571
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862412
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372446
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94681
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59838
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22522
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.37686
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.12557
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.99616
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.92058
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.87311
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.87761
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.89324
í(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.96748
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.06232
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.22973
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.52293
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266977
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613101
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988052
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396831
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851526
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360221
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933002
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58264
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25272
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.52401
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.24685
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.11497
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.02809
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.97994
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.97787
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.99399
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.06373
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.15371
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.32406
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.6113
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258762
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604034
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979064
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386861
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840394
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347733
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918881
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56655
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28038
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.75008
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.3932
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.23886
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.13998
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.09113
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.08208
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.09873
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.16371
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.24855
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.42197
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.70292
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250329
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594737
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969884
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37667
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829029
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334961
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90445
î(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55011
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2882
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88429
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.54698
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.36805
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.25643
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.20685
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.19041
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.20761
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.26755
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.35403
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.52359
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.79787
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241697
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585224
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9605
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366257
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817422
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32193
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889712
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53335
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26894
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91864
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.70801
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.5028
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.37765
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.32729
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.30302
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.32081
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.37539
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.46373
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.62906
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.89627
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232859
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575485
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95094
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355644
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805582
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308627
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87471
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51627
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24931
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96384
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.87669
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.64337
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.50585
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.45266
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.42008
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.43848
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.48739
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.57767
ã(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.7385
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.99824
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223844
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565522
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941174
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344818
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793507
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295094
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859408
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49883
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18762
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90309
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.05345
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.79003
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.64944
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.58317
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.54177
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.56082
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.6037
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.69603
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.85207
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.1039
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214612
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555357
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931224
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333788
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781207
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281285
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843823
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47298
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09758
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80384
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.23877
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.9431
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.79925
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.71905
(444.70, 14.76, 260.49) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.53652
(444.70, 14.76, 260.49) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.48603
(444.70, 14.76, 260.49) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.4382
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.81898
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.96994
(444.70, 14.76, 260.49) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 12.21338
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205193
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544992
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920029
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32256
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768687
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267247
(444.70, 14.76, 260.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827964
