¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025536
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020527
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422373
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868443
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366377
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925544
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55791
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24856
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04454
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96487
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55404
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24946
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.01391
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97569
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.94729
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.93637
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.9351
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.72254
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.83333
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.96275
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.95767
Ë(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.71897
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.72202
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847984
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484797
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744969
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021776
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32375
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65445
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018088
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419698
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865482
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363024
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921761
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55364
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25893
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03463
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95833
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58411
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35494
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68401
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.01426
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.98976
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97439
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.89132
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.90769
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.98522
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97919
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97609
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.22516
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.22794
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847937
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4846
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743339
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020022
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321849
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652367
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015774
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417115
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862625
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359823
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918201
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54957
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25061
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02512
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95208
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6158
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46296
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6211
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56129
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85373
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.65134
¼(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.78196
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.76873
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.00871
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.00268
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.99956
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847913
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075769
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741829
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018346
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320023
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650358
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013558
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414681
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8599
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35677
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914763
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54117
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24264
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.016
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94611
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64907
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5735
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64053
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65175
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85378
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.51842
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.80981
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.79655
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.7865
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847915
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075771
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318297
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016749
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318291
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648448
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011452
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412339
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857316
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353877
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911492
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5318
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23501
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00726
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94047
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68394
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68662
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72261
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93393
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.89135
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.87371
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.859
·(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.87498
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.8175
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847941
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074652
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316971
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015234
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316626
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646648
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009475
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410135
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854853
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351142
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90415
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52265
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22589
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99893
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9351
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74999
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71758
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80713
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48349
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.9236
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.90592
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.89118
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.90498
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.85172
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847994
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073481
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315698
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579371
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315068
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64494
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007567
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408065
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852538
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348528
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896289
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51378
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21577
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99099
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93002
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85205
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72586
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89411
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03014
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.95891
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.94118
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.92641
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.93785
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.88919
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84807
 (404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072357
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314477
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578041
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313617
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643326
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005791
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4061
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850348
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342255
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888659
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50512
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20593
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98341
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92526
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.877
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73542
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98363
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04136
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.99733
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97955
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.96473
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.97364
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.92996
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848173
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071284
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31331
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57677
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864572
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641817
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00414
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404266
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8483
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335617
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881246
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49671
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19628
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97625
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92079
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88655
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7462
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07572
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08333
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.03888
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.02105
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.00618
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.01237
(404.47, 14.12, 246.68) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.97406
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8483
(404.47, 14.12, 246.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07026
