¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452366
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43611
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833333
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28134
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787505
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433302
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10302
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70754
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98816
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 24.08213
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 23.04926
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532144
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739175
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963544
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207414
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473373
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764532
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084602
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455994
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854629
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302492
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811413
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463861
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09816
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69671
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56219
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 24.65368
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 23.28131
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539763
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747436
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972486
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217176
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484041
–(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776273
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100754
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475976
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876131
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323828
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835506
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494476
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09366
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69309
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48729
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 23.20041
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 23.6041
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547503
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755802
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981555
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227015
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494817
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788079
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118848
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496152
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897851
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345366
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859879
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509939
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08954
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69008
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41345
(378.09, 9.94, 320.13) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.42892
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 24.03548
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555308
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764253
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990739
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237016
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505731
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800057
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137109
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51645
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919842
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367575
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884462
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506638
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08582
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68768
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34352
(378.09, 9.94, 320.13) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.32413
(378.09, 9.94, 320.13) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 24.55862
(378.09, 9.94, 320.13) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.11617
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563183
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772775
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999998
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247081
“(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516739
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812114
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155441
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536856
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942051
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392467
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90931
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503658
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08247
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68589
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3415
(378.09, 9.94, 320.13) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.22314
(378.09, 9.94, 320.13) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.26429
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5724
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781389
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009332
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257256
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52785
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828703
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173918
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557425
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964513
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4176
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934352
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501045
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07951
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68469
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34014
(378.09, 9.94, 320.13) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.00967
(378.09, 9.94, 320.13) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.99781
(378.09, 9.94, 320.13) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.16849
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581793
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790097
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018768
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267542
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539114
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845481
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192503
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578144
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987189
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44301
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960266
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498726
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07689
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68411
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33951
(378.09, 9.94, 320.13) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 24.79007
(378.09, 9.94, 320.13) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 24.41928
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.56638
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.4525
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591268
•(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799377
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028311
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277943
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550442
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862345
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211201
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598956
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010061
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468689
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983237
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496784
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07469
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68418
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33955
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.5945
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.99472
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.93844
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600891
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809766
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037927
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288408
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562261
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879321
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230009
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619937
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03319
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494625
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010785
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495159
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07286
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68482
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35769
(378.09, 9.94, 320.13) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 23.48967
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.0411
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.40269
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.41667
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.44176
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610565
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820263
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047623
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29897
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57774
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896372
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248886
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640987
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056551
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520792
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040854
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493843
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07139
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68609
¡(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37714
(378.09, 9.94, 320.13) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 24.06062
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.48675
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.13366
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.20189
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.77272
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620376
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830842
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058934
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309641
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593265
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913488
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267922
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66223
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080092
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547265
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071656
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49287
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0703
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68793
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3971
(378.09, 9.94, 320.13) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 22.97099
(378.09, 9.94, 320.13) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 23.55831
(378.09, 9.94, 320.13) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.24055
(378.09, 9.94, 320.13) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.12362
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.11656
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63024
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841525
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070527
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320419
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60886
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930713
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28703
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683557
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103904
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573982
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103266
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526697
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06959
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69042
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41762
(378.09, 9.94, 320.13) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 22.58114
(378.09, 9.94, 320.13) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.34023
(378.09, 9.94, 320.13) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.73187
(378.09, 9.94, 320.13) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.64229
(378.09, 9.94, 320.13) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.47391
(378.09, 9.94, 320.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640243
