¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726238
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38499
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67826
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23391
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94544
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.24572
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67012
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89218
ô(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.77717
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.63054
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.62663
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.62577
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.62795
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725394
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938745
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169894
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421069
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694941
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988635
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309641
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667616
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057725
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.490926
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975937
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.520411
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13102
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82704
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5908
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23609
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36953
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65072
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19062
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92042
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15219
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6198
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93596
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.75073
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.7437
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.73974
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.73885
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.74103
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725069
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938397
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169517
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420659
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694496
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987735
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308656
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667239
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056878
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.490149
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974982
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519333
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12876
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82076
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58358
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22357
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35475
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63183
î(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14856
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89706
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07534
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66037
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98398
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.86872
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.86162
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.85762
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.8567
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.85888
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724809
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93812
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169217
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420332
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694141
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986965
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307807
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666635
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056209
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489665
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974246
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517332
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1268
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8149
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57685
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45734
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34059
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61593
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10789
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87534
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00079
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72763
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 18.23088
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.2004
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 16.8851
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.97947
(403.80, 14.13, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.98164
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724616
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937912
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168992
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420086
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693771
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986319
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3071
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666188
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055713
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489371
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97373
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515131
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12512
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80947
ø(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57061
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45045
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3271
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60098
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06846
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84466
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92862
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.62457
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 18.3364
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.04847
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 16.94003
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.01037
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724488
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937776
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168844
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419927
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693298
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985801
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30653
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665897
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055394
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489262
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973433
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513221
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12374
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80445
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56485
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44413
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47263
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58703
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03035
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79815
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.37403
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.3551
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 18.60523
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.53703
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.10784
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.03236
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.20344
(403.80, 14.13, 246.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 17.48358
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724424
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937709
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168772
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41985
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692939
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985409
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306099
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665768
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055247
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489338
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973355
û(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511603
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12266
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79986
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55958
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43838
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46578
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57399
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99351
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75321
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.4766
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.26727
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 18.72263
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.2858
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.171
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.21065
(403.80, 14.13, 246.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 17.66063
(403.80, 14.13, 246.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 17.51131
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724427
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937714
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168776
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419858
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692697
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985143
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30653
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665793
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055278
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489606
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973497
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510277
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12186
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7957
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55551
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43319
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45957
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68337
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95797
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70986
(403.80, 14.13, 246.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.79174
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 19.01733
(403.80, 14.13, 246.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 18.8453
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.35371
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.25893
(403.80, 14.13, 246.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 17.41525
(403.80, 14.13, 246.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 17.72294
(403.80, 14.13, 246.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 17.61857
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724494
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937789
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168857
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419949
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69257
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985006
õ(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307107
(403.80, 14.13, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665978
