¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225581
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1937
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15954
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.13561
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.09849
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.95692
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.97092
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.59085
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.58158
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.57652
ã(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.57567
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.5942
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350222
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618337
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911496
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225527
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567462
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943209
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356215
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816279
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.33288
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913548
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54185
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26046
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06027
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97792
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04393
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24358
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59037
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23166
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23433
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.40932
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.69345
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.084
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.09826
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.90974
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.90086
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.89605
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.89531
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.05965
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350666
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618819
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911459
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225432
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567269
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942647
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355595
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.815522
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332025
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912332
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54103
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25977
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06137
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98195
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05155
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2579
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62046
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27045
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38088
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.53926
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.82511
ô(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.21677
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.2313
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.76458
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.54502
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.33398
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.10892
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.15149
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351048
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619237
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911333
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225253
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567042
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942065
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354953
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814744
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331136
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911097
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54024
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25916
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06271
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98625
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05949
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27278
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65371
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31006
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43812
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.67494
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.94298
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.93037
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.91169
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.9049
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.68242
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.46858
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.26302
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.09843
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351372
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619592
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911168
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225017
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566781
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941468
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35429
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813948
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.330211
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909849
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53949
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25863
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06428
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99081
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06774
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28821
ı(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68802
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35048
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49301
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.81653
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.99222
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.92009
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.8833
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.05135
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.42651
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.42204
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.40063
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.23416
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351639
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619882
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910963
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224748
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566484
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940851
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353607
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813131
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329254
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908588
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53879
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25818
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06607
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99564
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07631
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3042
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72341
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39173
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54922
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.9642
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.14812
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.06855
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.89294
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.87636
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.8682
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.20127
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.54411
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.37568
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351846
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62011
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910717
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22445
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566156
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94022
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352903
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812296
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328263
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907314
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53814
ş(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2578
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06809
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00072
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08458
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31862
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75986
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4338
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60672
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.12345
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.14636
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.49605
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.04381
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.82648
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.6176
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.34544
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.69364
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.52317
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351995
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62027
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910435
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224121
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565794
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939569
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35218
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811443
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.327239
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906027
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53752
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25751
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07035
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00542
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08923
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32921
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77817
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44724
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66553
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42135
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.57416
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.551
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.20108
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.98042
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.76834
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.06717
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.84942
(411.28, 14.83, 312.98) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.67682
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352085
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620369
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910111
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223761
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565398
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938903
Á(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.351436
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810573
(411.28, 14.83, 312.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326184
