¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794738
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2917
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94875
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71654
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47606
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48365
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57872
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8202
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81971
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50808
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024066
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234948
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483721
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760136
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018363
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279247
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551579
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846015
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183267
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49981
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803969
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146724
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637098
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29828
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94031
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73724
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49461
Ö(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70496
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.28831
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.22369
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.21179
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.20271
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.19639
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.19291
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.19222
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.19429
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.20679
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.354
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021877
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232591
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481111
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757286
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0202
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281231
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553937
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848569
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183688
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505148
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.809712
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144934
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619633
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28523
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93233
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75898
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5142
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.47088
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.19308
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.14374
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.13333
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.12568
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.12083
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.11873
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.11941
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.12288
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.13434
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.24006
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019814
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230371
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478534
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754473
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02232
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283522
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556668
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851528
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184476
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511184
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816209
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14576
Ï(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602503
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2656
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92481
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75517
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53484
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65026
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.22588
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.17231
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.16313
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.15672
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.15303
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.15218
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.15408
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.1588
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.17201
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.29505
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017878
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228288
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475995
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751699
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024727
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286122
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559773
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854893
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185626
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517922
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823462
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153586
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58571
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24637
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91776
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74698
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55653
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62183
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42299
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.35594
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.35038
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.34785
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.34822
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.35162
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.35799
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.36747
(326.17, 6.90, 331.50) (345.64, 1.98, 308.81) (0.81, 2.16, 0.81) Human 14.39822
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016069
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22634
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473489
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748963
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02742
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289031
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563253
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858664
›(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187141
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.525364
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831471
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162233
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569253
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22752
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91117
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73934
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06156
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59269
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38155
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95327
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40584
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65343
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54198
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97865
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014389
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224531
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47102
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746266
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0304
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292248
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567108
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862841
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189022
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533511
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840241
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.1717
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562678
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20906
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90504
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73223
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03399
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56283
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33918
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99959
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33266
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76938
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41655
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79295
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012837
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222859
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468586
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74361
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033665
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295777
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571338
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867424
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191266
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542368
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849775
¡(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181992
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.564301
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19099
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90395
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72566
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00805
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53234
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29589
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04845
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27885
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88847
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25294
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66951
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011411
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221324
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466188
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740993
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037216
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299613
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575943
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872415
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194701
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551933
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.860074
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19311
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566638
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1733
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91737
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71962
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96148
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5012
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25169
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09992
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22426
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93462
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99765
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55191
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93739
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010114
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219928
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463829
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738417
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038801
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303761
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580926
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877816
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200574
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562214
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871143
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205062
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569695
¥(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15601
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90269
(326.17, 6.90, 331.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20164
