¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.76162
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.21271
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.564553
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46353
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7306
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01146
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30699
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61819
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94618
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4387
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06826
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75482
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436554
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689349
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.717155
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.694066
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.695879
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.698997
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.708257
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.74612
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.785743
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.838526
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.925765
ì(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.016644
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.195391
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.574133
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41341
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67865
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95737
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25051
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55915
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88437
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42277
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05105
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43386
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686381
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.686962
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.667528
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.669212
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.672197
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.684519
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.722025
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.761279
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.817502
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.904135
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.999299
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.179047
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87922
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36601
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62927
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90585
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19674
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50292
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87371
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40932
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03641
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43114
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683467
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.658335
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.642367
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.643929
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.646789
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.662024
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.699194
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.738102
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.797608
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.883672
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.984717
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.163668
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83412
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28978
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58232
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8569
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14562
 (432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44949
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86724
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39823
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02443
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428488
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.663805
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.631243
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.61856
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.620008
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.622749
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.640756
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.677608
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.716189
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.77883
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.864356
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.971043
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.149249
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78953
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.18646
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.16621
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.14801
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.13185
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.11771
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.10558
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.09545
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01508
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425807
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.63809
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.605657
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.596084
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.597426
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.600055
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.620693
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.657248
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.695521
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.761153
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.846176
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.958264
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.135773
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.07961
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.05756
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.13745
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.17944
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.18473
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.16171
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.07039
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.967641
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.959583
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423174
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.613862
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.581551
š (432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.574919
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.57616
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.578685
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.601821
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.638096
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.676082
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.744566
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.829119
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.946377
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.123239
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.02417
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.17766
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.2889
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.33245
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.34687
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.3264
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.23712
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.0918
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.839851
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.830918
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420571
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.591094
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.558898
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.555044
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.556191
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.558618
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.584125
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.620139
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.657856
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.729055
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.813167
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.935375
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.111637
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.14708
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.32087
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.43621
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.49209
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.51634
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.49545
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.41163
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.27014
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.02115
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.713216
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.709138
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417992
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.569763
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.537673
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.53644
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.537501
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.539837
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.567588
› (432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.603359
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.640826
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.714611
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.798314
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.925249
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.103245
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.27455
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.46994
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.58897
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.65873
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.69359
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.67225
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.5944
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.45717
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.21157
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.600143
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.596107
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415419
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.549847
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.519382
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.519092
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.520072
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.522326
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.552197
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.587745
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.624978
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.701222
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.784547
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.915997
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 7.112465
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.40678
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.61932
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.74812
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.83278
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.87908
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.85726
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.78593
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.65344
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.41173
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.491506
(432.31, 15.13, 247.51) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 9.487509
(432.31, 15.13, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41289
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.531323
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.503345
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.502982
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.503889
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.506063
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.537941
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.573279
(432.31, 15.13, 247.51) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 6.6103
