¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11228
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70476
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18849
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540105
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806981
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095077
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406951
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745592
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114512
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517864
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960601
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44867
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99436
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60619
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89469
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71265
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6445
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69344
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90067
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31298
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54523
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61045
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20325
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516915
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781999
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068091
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377719
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.713826
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079872
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479953
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918934
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40267
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9397
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54415
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8199
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62788
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54757
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5936
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78471
³(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17669
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38485
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51965
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65007
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94317
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494014
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757335
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041458
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348874
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68249
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045715
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.442579
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877877
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35737
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88801
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4831
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74632
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54455
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45248
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49404
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67105
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04319
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24646
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22243
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55319
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85769
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471402
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732988
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015175
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320419
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651587
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012037
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405746
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837428
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31275
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83855
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42361
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67397
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4627
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35905
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38651
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55965
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91255
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14315
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66515
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46011
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44908
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70896
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989241
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29235
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621111
´(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978842
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369449
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797585
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26882
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78988
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36899
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60289
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38226
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26738
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28106
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45052
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78467
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04298
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20278
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41973
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427051
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685251
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963659
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264668
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591067
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946119
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333689
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758345
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22557
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74199
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31567
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53406
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30326
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17738
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17765
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33317
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65948
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94576
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09632
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38785
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405313
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661862
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938427
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237371
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561448
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913877
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298459
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.719701
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.183
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69487
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26323
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47254
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22565
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08909
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07625
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21555
¯(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53695
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81966
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99311
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35811
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383864
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63879
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913546
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210463
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532257
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88211
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263762
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681655
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1411
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64851
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21167
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41209
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15188
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00238
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97681
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10038
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40983
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68153
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89298
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33042
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362708
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616037
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889014
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18394
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503494
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850815
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229593
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644202
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09988
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60291
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16098
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35266
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08503
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91734
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8793
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98753
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27771
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54688
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79597
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20913
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82585
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341844
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593603
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86483
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157799
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475156
(365.89, 9.59, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81999
