¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184296
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775229
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90966
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051749
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20968
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378576
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574878
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788328
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017506
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264204
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742362
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45927
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26554
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40003
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5399
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68548
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88946
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16855
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46201
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68669
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86004
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18043
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.15868
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31841
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432284
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547997
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669853
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79834
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933989
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07881
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239475
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410137
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607031
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8227
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054397
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303823
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937084
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47113
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20805
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34128
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51304
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7719
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0437
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32928
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58462
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7527
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92766
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10979
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.09076
‰(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342036
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45292
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569619
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692531
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822207
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959066
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10785
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270179
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442673
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640101
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858088
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092367
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344626
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141321
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48386
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16769
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40845
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66082
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9257
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20386
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48929
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65238
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82208
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99874
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18265
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.02771
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362314
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474177
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591916
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715909
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846768
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984934
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13769
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301772
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476109
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674097
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894514
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131401
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466277
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35562
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4975
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30964
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55588
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81421
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08532
(335.32, 7.48, 352.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37018
