¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09136
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865639
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17024
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499312
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860548
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252947
é(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.688724
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195203
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746146
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36757
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07092
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85922
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76771
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81509
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02073
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39028
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03609
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0694
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52478
(408.59, 14.16, 246.59) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 24.25753
(408.59, 14.16, 246.59) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.63096
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.14431
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.00965
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.19783
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.40495
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.37004
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085392
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326535
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584089
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8649
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169475
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498433
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859546
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251794
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687763
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192532
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743376
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36359
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06637
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85513
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76207
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80516
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00464
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37169
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01334
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00948
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4425
(408.59, 14.16, 246.59) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 24.61005
(408.59, 14.16, 246.59) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.7678
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.21638
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.19836
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.66234
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.63976
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084729
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325942
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583444
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864195
Ï(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168779
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497631
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858656
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250749
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686861
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190016
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740742
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35981
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06206
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8513
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75681
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79579
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98931
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35398
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99165
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9662
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36264
(408.59, 14.16, 246.59) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 24.12116
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.48647
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.29333
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.44151
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.92538
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084072
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325379
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582833
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863527
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168151
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496909
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857876
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249829
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686018
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187657
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738246
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35622
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05797
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84773
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75193
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78697
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97471
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33716
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97102
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9246
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28517
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.52921
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.45503
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 23.22746
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083421
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324847
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582253
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862893
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167591
¸(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496263
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857205
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249036
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685231
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185455
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735893
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35284
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0541
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84442
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74744
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77871
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96086
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32122
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94659
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88468
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21007
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 23.71077
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.61735
(408.59, 14.16, 246.59) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.71259
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082774
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324344
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581704
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862295
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167099
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495696
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856644
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248367
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684505
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.183412
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733678
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34966
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05047
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84138
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74333
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.771
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94776
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30617
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92172
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84641
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.03495
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 23.85
(408.59, 14.16, 246.59) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 23.88358
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082134
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32387
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58119
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861733
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166677
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495209
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856194
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247827
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683835
˜(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181525
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731606
(408.59, 14.16, 246.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34667
