¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60877
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853274
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350573
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909096
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54076
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24175
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95355
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42317
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58222
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7479
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94458
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1958
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45964
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13708
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63742
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57292
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56522
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21807
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35083
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673851
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011906
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411581
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862895
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361359
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921227
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55457
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25912
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99633
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47139
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63183
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80625
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04975
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30535
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57385
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48387
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96014
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88061
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57364
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355588
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679084
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026118
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424496
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872292
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371872
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933084
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56802
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27632
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03936
ş(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52188
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68377
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9108
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15858
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41875
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69217
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83596
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29674
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27229
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79044
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360275
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684203
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039616
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433089
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88146
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382133
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944676
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58121
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29335
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07345
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57468
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77843
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01889
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27119
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53613
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84524
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04705
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64797
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71504
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51078
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364815
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689186
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045095
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441122
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890388
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392145
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955997
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59406
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3102
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09275
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65242
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88585
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1307
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3877
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65763
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17799
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26543
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97057
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12593
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94287
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 21.43269
‘(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 21.31609
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 21.30519
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369264
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694063
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050445
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448927
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899126
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401929
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967039
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60659
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32681
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11183
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73853
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99691
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24632
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50821
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78339
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52603
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55346
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25985
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46895
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45421
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 21.24762
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 21.08098
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.96413
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.85261
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.74629
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373569
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698784
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055614
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45656
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90762
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411463
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977755
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61881
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34324
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13068
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7902
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09207
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36591
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6329
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91352
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73123
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87928
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55555
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4583
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10809
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.55636
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.8715
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.74879
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.63152
‘(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.52202
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.43451
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.42888
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377775
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703361
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060686
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463974
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915877
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420723
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988201
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63067
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35944
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14927
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84384
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14844
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47051
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76192
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04823
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94343
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21908
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85955
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42773
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80176
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.47911
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.47572
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.37665
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.32687
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.32863
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.33827
(336.09, 7.38, 349.61) (343.18, 2.54, 312.73) (8.57, 3.49, 3.96) Truck 20.35414
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38183
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707824
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065609
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471169
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923886
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429703
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99837
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64222
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37546
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16763
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89947
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20691
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53206
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87641
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21924
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16278
(336.09, 7.38, 349.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51283
