¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236845
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.658
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33686
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13492
©(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1322
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06351
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10374
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58805
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00904
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40965
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85224
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32492
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7765
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19495
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98644
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118217
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370313
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645426
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94679
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278273
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644537
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051276
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.500058
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990592
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516929
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04136
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6396
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31952
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09664
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08728
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49762
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11865
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60396
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00537
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40574
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84182
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31392
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74284
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06231
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69827
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53904
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102412
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353094
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626602
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926128
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255497
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619312
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023191
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472525
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960037
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503231
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02622
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62156
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29905
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05879
¯(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04289
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46845
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1308
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62212
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00422
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40456
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83425
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30589
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71258
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03089
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42212
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23767
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086661
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335938
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607851
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905554
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232826
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594214
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995255
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442245
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929345
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472672
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0114
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60389
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27899
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03976
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99903
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44094
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10066
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62733
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00567
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40606
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83037
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30086
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68568
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00299
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33555
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94906
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070966
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31885
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589178
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885071
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21026
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569239
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967471
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411322
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898869
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.438687
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00071
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58751
(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25935
°(338.98, 7.60, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02595
