¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716759
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.743994
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.807674
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.882693
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.03037
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.27439
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75455
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2739
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91328
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36382
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88441
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.75921
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.75588
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072701
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408118
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778507
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197628
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667835
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197104
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.760912
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.734384
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.748566
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.769988
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.831475
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.906928
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.05186
î(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.28979
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75686
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27635
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20811
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40796
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93102
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.7115
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.99931
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054431
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387959
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757494
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175535
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642993
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169054
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76532
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.764611
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.776237
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.797874
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.857022
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.932946
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.07496
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.30643
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76128
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28108
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5492
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.68078
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.67245
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.72228
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.68217
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035993
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36766
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737457
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153228
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617932
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140727
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733094
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.796908
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.805815
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.827679
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.88434
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.960765
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.0997
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.32433
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.67859
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.66278
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.64947
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.63865
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.87244
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.42218
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.44254
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01751
ö(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347276
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717279
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13066
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592647
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112183
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700608
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.831313
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.837321
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.859429
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.91345
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.990411
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.12607
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.3435
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.38008
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.12697
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.13265
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.3014
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 13.59043
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.20573
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998864
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326834
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696891
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107949
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567187
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083456
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667869
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.867858
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.870785
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.893155
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.944376
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.02191
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.15411
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.36395
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.44813
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.08115
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.02272
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.13107
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 14.44722
(438.71, 13.90, 280.24) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 15.08868
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980174
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308317
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676349
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085085
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541502
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054484
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634953
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.906581
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.90624
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.928887
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.977144
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.05529
€ (438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.18384
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.38567
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 14.05745
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 14.03279
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 14.01095
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.9919
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.97562
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.9621
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.95132
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.94327
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.93795
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.93535
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.93546
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.9383
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961374
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289624
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655665
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061996
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515648
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025281
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601798
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.947523
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.943717
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.966663
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.01179
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.09058
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.21528
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.40871
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.81975
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.79916
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.78131
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.7662
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.75379
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.74408
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.73707
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.73273
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.73108
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.7321
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.7358
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.74218
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942477
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270807
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634788
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038757
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489635
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99596
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568455
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.990727
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.983257
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.00652
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.04833
„ (438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.12781
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.24846
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.43305
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.68828
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.67003
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.65449
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.64164
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.63148
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.62398
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.61914
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.61696
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.61744
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.62057
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.62636
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.63481
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924038
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251841
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613793
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015358
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463427
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966422
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534914
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.03624
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.0249
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.04849
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.08681
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.16701
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.28339
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.45871
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.62364
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.60544
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.58993
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.57709
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.56693
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.55942
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.55456
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.55235
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.55277
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.55667
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.56418
(438.71, 13.90, 280.24) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.57434
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906755
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232759
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592629
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99185
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437075
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93674
(438.71, 13.90, 280.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501234
(438.71, 13.90, 280.24) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.08411
