¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530427
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143691
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484905
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897643
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.38295
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.936578
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593757
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43449
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42298
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01515
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36269
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96202
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645776
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788253
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.940741
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111407
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299218
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49751
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696342
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921949
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194388
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466333
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742486
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105188
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440562
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844374
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319769
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86068
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499859
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32068
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27647
¼(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72763
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01881
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64801
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36087
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.633302
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.774938
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926498
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.095428
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281972
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478751
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676125
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898318
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168449
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437428
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708551
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067405
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397373
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792202
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258275
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78647
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408669
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2099
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13433
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32713
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6898
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3455
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3263
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.621077
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.761892
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.912544
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079729
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265032
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460402
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656356
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875087
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142957
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409206
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675239
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030338
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355318
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741113
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198427
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.713914
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320105
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10206
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9964
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14483
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37473
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05398
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50948
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.609101
´(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.749111
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89888
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064309
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248396
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442459
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852251
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117909
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381656
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642543
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993977
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314371
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691084
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140182
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642974
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234081
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.997066
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86253
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96862
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07285
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77288
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43034
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.597369
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.736596
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.885501
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.049163
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232062
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424919
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618142
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829808
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093301
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35477
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612317
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958313
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274515
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642097
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083504
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573613
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150521
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894828
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73257
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79824
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74857
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39993
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15238
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585885
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724345
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.872406
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.034294
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.216028
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407778
®(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599689
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807754
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069129
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328538
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583834
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923337
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235727
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594131
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028355
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505795
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.06935
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795264
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60638
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63344
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43658
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95428
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80234
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.574644
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.712358
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.859596
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.019699
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200294
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391035
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581668
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787446
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04539
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302955
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556063
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88904
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197988
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547175
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974696
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439488
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990497
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698298
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48383
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.474
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79838
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53163
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46634
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.563648
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.700631
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.847067
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005375
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184857
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374684
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564075
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768464
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022081
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278009
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528996
¿(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855412
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161279
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501207
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922498
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374659
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913892
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603852
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36479
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31968
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60648
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14426
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1436
(395.49, 12.13, 327.95) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 24.15605
(395.49, 12.13, 327.95) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 24.34716
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.552893
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.689166
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834819
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.991325
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169717
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358724
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546905
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749944
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9992
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253695
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502623
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82245
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125581
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456212
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871725
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311275
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839474
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511853
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24914
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17028
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42127
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80281
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83343
(395.49, 12.13, 327.95) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 24.05331
(395.49, 12.13, 327.95) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 24.14306
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.542381
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.677959
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.82285
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978005
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154871
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343152
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530156
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731883
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976741
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230005
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476933
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790141
¬(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090877
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412173
(395.49, 12.13, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822345
