¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73996
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966252
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495954
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0474
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53661
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09914
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73347
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40753
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15575
(352.80, 7.10, 357.23) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.38386
(352.80, 7.10, 357.23) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.62388
(352.80, 7.10, 357.23) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 14.11675
(352.80, 7.10, 357.23) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 14.83934
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.20232
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.17685
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.15518
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.13729
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351533
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532235
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726698
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936583
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163638
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410033
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678369
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971529
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293098
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647346
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03941
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475587
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956135
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484622
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961097
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44153
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9816
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61685
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30665
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04944
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86129
(352.80, 7.10, 357.23) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 14.8315
(352.80, 7.10, 357.23) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 14.8087
(352.80, 7.10, 357.23) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 14.78885
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.85514
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.83055
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.80969
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.79253
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347395
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527785
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721932
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931394
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158034
­(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403984
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671764
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964296
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285166
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638577
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029686
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464741
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946521
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448134
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877184
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34916
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87074
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48912
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18856
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94263
(352.80, 7.10, 357.23) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.25312
(352.80, 7.10, 357.23) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.22815
(352.80, 7.10, 357.23) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.20585
(352.80, 7.10, 357.23) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 14.74766
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.52388
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.50012
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48001
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.46355
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343402
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52354
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717335
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926441
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152687
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398162
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665388
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957326
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277508
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630177
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020369
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454374
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937365
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373615
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795556
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25943
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77158
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.08213
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.05625
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.03264
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.01127
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.0589
(352.80, 7.10, 357.23) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.1816
(352.80, 7.10, 357.23) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 14.93161
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20756
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.18457
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.16518
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.14936
§(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339576
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519386
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71289
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921644
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147463
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392525
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659251
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950652
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270157
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622047
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011374
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444337
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923237
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301086
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71623
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17222
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67534
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.05095
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.02517
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.00165
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.98037
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.02803
(352.80, 7.10, 357.23) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.27856
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.93111
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.9053
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88303
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.86431
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.84909
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335877
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515444
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708622
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917027
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142501
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38711
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653348
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944205
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263095
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614224
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002685
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434662
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869694
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239887
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639068
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08753
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58188
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 11.0221
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.99641
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.97298
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.95178
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.99937
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.66996
¦(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64136
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.61629
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59471
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.57661
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.56197
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332328
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511614
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704528
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912612
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137723
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381925
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647704
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938007
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256294
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606745
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99444
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425436
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817472
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204301
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58103
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00524
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49123
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.99555
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.96995
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.94659
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.92546
(352.80, 7.10, 357.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 10.97289
(352.80, 7.10, 357.23) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.28261
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.36416
(352.80, 7.10, 357.23) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33979
(352.80, 7.10, 357.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.42093
(352.80, 7.10, 357.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.39756
(352.80, 7.10, 357.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.37727
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328954
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50798
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700617
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908384
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133122
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376928
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642261
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932069
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249802
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599549
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986462
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390059
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766503
(352.80, 7.10, 357.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169895
