¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3316
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73836
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18913
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60837
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21727
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96092
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10283
(361.09, 6.96, 353.15) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 16.24634
(361.09, 6.96, 353.15) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 16.21984
(361.09, 6.96, 353.15) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 22.82194
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848006
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053766
“(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275763
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516018
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776719
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060609
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370811
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711119
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086025
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500991
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962694
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479383
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06137
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72173
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20611
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6267
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1049
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80913
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87264
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27372
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00938
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86062
(361.09, 6.96, 353.15) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 22.9818
(361.09, 6.96, 353.15) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 22.95246
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843423
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048811
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270406
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510211
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770442
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053761
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363327
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702899
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076955
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490933
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95148
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466805
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04716
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70555
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22443
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64643
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10392
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68675
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65084
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36446
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95247
(361.09, 6.96, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7863
(361.09, 6.96, 353.15) (349.59, 1.08, 367.62) (0.81, 2.16, 0.81) Human 7.189032
(360.36, 7.03, 353.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296316
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.25268
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.218305
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.185586
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.154404
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.12757
å(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.107602
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.088948
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.078971
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.938491
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.923398
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.909533
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.896878
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885422
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.875154
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.492491
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.071124
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.387921
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.154964
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.58217
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.07831
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.63174
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.233291
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.875659
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.552942
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.260326
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.993844
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.7502
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.207166
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.166646
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.127841
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.09329
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.062706
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.03771
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.017745
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.002455
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.992607
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.865222
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.850278
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.836546
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.82401
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.81266
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.891927
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.513839
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.98354
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.418845
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.340984
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.745643
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.223148
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.760994
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.349379
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.980521
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.64815
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.347174
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.073402
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.823359
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.124003
ì(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.084156
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.045996
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.010923
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.981253
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.955977
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.938068
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.924341
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.810857
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.794845
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.780046
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.766441
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.754022
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.742772
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.909404
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.53525
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.899419
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.449914
(360.36, 7.03, 353.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 21.5174
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.917902
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.375428
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.896619
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.470971
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.090176
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.747567
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.437742
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.156265
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.899474
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.045429
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.006563
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.969349
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.937459
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.908022
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.881434
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.866847
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.854559
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.743092
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.727232
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.71257
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.699092
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.686783
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.675631
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.926915
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.556717
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.818611
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.481122
(360.36, 7.03, 353.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 21.69599
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.099582
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.535654
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.03902
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.598399
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.204902
è(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.851424
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.532221
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.2426
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.978687
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.97821
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.939875
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.90317
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.871671
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.845168
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.822775
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.805867
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.792068
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.677973
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.662261
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.647733
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634375
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.622174
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.611117
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.944457
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.578237
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.740966
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.984105
(360.36, 7.03, 353.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.88186
(360.36, 7.03, 353.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.86445
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.704385
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.18865
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.732033
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.325003
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.959973
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.630828
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.332589
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.061152
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.913651
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.87582
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.843612
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.813333
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.787414
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.766379
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.749047
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.736429
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.615389
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.599818
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.58542
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.572179
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.560081
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.549115
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.962027
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.599806
(360.36, 7.03, 353.03) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.66635
