¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215649
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27184
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47757
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79343
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12829
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877271
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099391
³(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340179
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60218
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891047
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219058
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581447
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983758
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413919
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865954
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165603
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272094
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382957
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498382
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716717
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23108
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78602
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15295
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30784
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46936
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63783
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81371
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99732
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18917
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38968
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68712
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01377
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04011
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87442
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096261
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336841
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598509
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88826
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578055
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979955
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406271
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857404
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209775
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317453
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429495
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546181
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02178
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5241
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8373
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25153
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40934
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57393
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74564
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9249
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1121
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30775
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58743
·(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90636
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24456
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19138
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871586
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093218
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333534
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594921
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885505
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212973
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574687
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97624
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398817
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84914
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255823
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364685
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478046
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822227
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27776
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57428
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89058
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35383
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51472
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68251
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85762
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04044
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2314
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.494
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80568
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13595
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35981
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4327
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868848
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090261
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330296
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591415
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882779
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209988
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571352
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972532
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391555
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841049
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303721
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413908
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631619
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04568
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32688
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62636
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03814
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46002
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62409
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79528
¸(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97389
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16049
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40642
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7113
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03412
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37644
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55696
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67906
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866163
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087364
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32715
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587964
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880083
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20699
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568074
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968868
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384505
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833193
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334547
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465115
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826735
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09378
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37781
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68044
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2231
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57019
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73764
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91231
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09471
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32448
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62291
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93875
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27345
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76827
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79914
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863504
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084498
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324058
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58459
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877426
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204043
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564828
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965246
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377639
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825569
(434.03, 13.97, 290.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326002
