¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.947302
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58241
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0621
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600575
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18553
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85171
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.613
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49327
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.984862
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.968614
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.977124
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.9876
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.00005
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.01448
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.590828
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.580745
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.572547
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.566226
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.561776
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.559194
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.558475
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.55962
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.562631
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.567508
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787171
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077253
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400646
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752401
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143567
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579664
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.058203
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596106
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18048
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84527
½(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60588
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48473
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.02867
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.0108
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.01948
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.03013
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.04277
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.0574
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.632962
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.622843
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.614618
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.608279
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.603819
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.601234
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.600522
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.601682
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.604713
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.609622
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786027
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075668
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398839
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750493
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140455
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576803
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054132
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591544
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17533
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83867
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59863
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47603
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.07483
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.05524
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.0641
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.07494
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.08777
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.10261
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.67736
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.667205
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.658951
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.652592
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.648121
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.645535
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.644828
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.646004
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.649059
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.654
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784808
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074336
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396916
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748477
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137164
Â(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573831
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049891
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586895
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17008
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83194
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59124
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46717
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.12339
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.10198
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.11102
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.12206
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.13511
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.15016
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.724071
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.713876
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.705593
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.699214
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.694732
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.692142
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.691443
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.692635
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.695715
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.70069
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783514
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072922
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394877
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746354
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133699
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570746
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045477
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582159
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16473
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82506
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58372
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45815
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.17441
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.15171
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.16032
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.17157
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.18483
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.26906
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.773146
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.76291
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.754597
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.748197
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.743703
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.741111
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.740419
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.741627
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.744734
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.749745
¦(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782146
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071427
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392722
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744122
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130998
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567549
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040895
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577334
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15928
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81878
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57606
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44898
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.22795
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.20513
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.21202
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.22349
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.27969
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.68183
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.82464
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.814363
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.806017
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.799594
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.795088
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.792495
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.79181
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.793036
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.796171
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.80122
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780704
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069853
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39045
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741784
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128407
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564242
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037184
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572426
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15374
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81247
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56828
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43965
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.28406
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.26114
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.2662
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.30379
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.44348
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.89106
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.878613
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.868292
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.859913
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.853467
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.848948
–(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.846352
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.845676
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.84692
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.850084
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.855173
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779187
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068197
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388065
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73934
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125702
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560824
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033363
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567432
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1481
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80606
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56037
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18787
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24309
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.31977
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 10.3313
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78056
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9195
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61348
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.935128
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.924761
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.916346
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.909875
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.905343
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.902745
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.902078
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.903342
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.906538
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.911669
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777598
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066461
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385567
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736789
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12288
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557301
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029422
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562355
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14237
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79954
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55233
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17252
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23877
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45928
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91694
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75595
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8889
(430.97, 15.04, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48931
¤(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.994249
(430.97, 15.04, 246.40) (443.85, 9.07, 271.37) (3.57, 2.98, 8.36) Truck 9.983833
