¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399172
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0102
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69247
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4896
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36546
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35389
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5012
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86861
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45335
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46017
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9782
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458662
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656342
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870066
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101293
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350898
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618436
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911191
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238044
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584774
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968043
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.395124
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874815
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409027
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01011
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68971
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48456
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35811
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34353
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48608
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84874
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40721
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37697
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87245
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459698
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657461
©(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871276
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102564
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351741
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619355
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912416
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238138
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584877
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968159
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39559
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875152
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408906
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01043
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68749
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48014
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35154
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3341
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4721
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83018
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35563
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29659
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77035
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460822
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658673
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872589
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10395
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352729
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620432
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913797
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238445
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585215
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968536
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396337
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875813
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409165
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01115
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68581
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47634
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34574
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32559
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45924
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81293
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31123
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14756
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67184
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462031
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659979
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874002
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105451
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353862
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621668
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915331
£(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238966
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58579
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969172
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397362
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.876799
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409805
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01228
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68466
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47315
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33997
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31801
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44751
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7793
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26876
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08521
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57774
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463326
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661376
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875514
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107065
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35514
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623062
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917019
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239698
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586597
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97007
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398666
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878111
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410822
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01381
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68511
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47057
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3336
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31136
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4369
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74157
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2282
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02543
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48311
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464708
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662867
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877127
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108792
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356564
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624614
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918862
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240647
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587642
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971226
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400249
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.879745
¥(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412219
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01576
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68642
(400.22, 14.15, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4686
