¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50704
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67317
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63236
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477578
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655831
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847254
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053309
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276006
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5144
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769374
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046548
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348882
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679886
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5214
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939842
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403424
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919768
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49829
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15078
æ(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8922
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74191
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69325
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66682
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481188
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6597
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851409
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057795
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281094
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517897
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773162
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050668
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353379
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684814
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527288
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946362
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410656
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927846
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50732
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16099
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90385
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75534
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71482
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70209
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484974
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663756
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855765
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062723
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285838
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521664
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777246
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055109
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358226
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690126
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533666
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953362
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418478
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936525
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51713
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17207
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91645
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76981
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73783
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72858
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488934
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860323
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067866
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289575
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525701
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781624
ë(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059871
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363424
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697027
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059093
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960921
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426821
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945875
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52761
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1839
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92998
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78534
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76231
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7568
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493069
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672431
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865259
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073226
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293562
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530012
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786298
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064954
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368975
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703393
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065491
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968996
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435774
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955871
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53883
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19661
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94447
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80198
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78829
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78674
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49738
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677052
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870438
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078713
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297802
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534594
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791266
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070361
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374876
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709608
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072327
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977583
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445331
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966501
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5508
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21012
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95984
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81974
Ø(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81572
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8185
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501865
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681957
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875815
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082878
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302292
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539449
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796531
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076088
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383602
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716219
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079596
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986688
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455425
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977812
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56344
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22446
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9762
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83853
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83763
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86227
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506526
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68715
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881395
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087278
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307036
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544578
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802094
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082139
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391899
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723228
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087307
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489146
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466108
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989717
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57684
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23963
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9935
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85848
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86065
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90793
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511381
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692529
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887175
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091912
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312032
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549979
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80795
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089242
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398663
ç(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730637
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095455
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49815
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477411
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00229
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59097
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25563
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01177
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8795
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87538
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95546
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.516572
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698094
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892262
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096778
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31728
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555655
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814106
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098504
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40579
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738446
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104044
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507644
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489231
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01555
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60588
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27246
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03098
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90162
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89137
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00052
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22273
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521936
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703846
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897006
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101881
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322781
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561603
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820558
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108076
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413283
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746653
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113075
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517626
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501686
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02947
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6215
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29015
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05118
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91895
(377.94, 16.07, 285.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90865
