¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878887
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14128
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76516
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63337
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02889
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76831
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46143
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37962
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45485
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81778
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345519
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600127
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877424
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180498
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513038
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.52931
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.499858
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.472088
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.44597
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.421475
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.398579
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.377255
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.357487
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.339249
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.322527
Ë(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.307302
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.293559
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.281283
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.270465
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.261092
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.253156
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.246648
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.241562
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.160404
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.158569
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.158129
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.159085
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.17807
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344889
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599448
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876668
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179681
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512154
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.485056
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.456356
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.429319
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.403915
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.380118
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.357904
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.337249
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.313198
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.300535
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.284438
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.269826
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.256685
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.245
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.234763
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.22596
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.218584
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.212628
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.206161
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.204953
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.180666
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.202905
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.203989
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.206477
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344293
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598792
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87593
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178896
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511267
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862265
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245466
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66973
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141862
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670364
£(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25226
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.230795
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.311766
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06583
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.46393
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.47384
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68865
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76315
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00262
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.122214
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.092034
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343632
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5981
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875208
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178063
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509562
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856834
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239466
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66305
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134422
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662048
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22777
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.143991
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.597613
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12802
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90323
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.570146
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.556476
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85181
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14437
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.043044
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.006917
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343019
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597406
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874454
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177243
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504698
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851519
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233577
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656503
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127122
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653822
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15653
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.060604
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.652721
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06471
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97594
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95486
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96641
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.670622
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29628
§(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.968457
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.925149
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342379
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596731
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873693
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176409
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499907
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84622
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227753
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650035
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119929
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.687602
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12359
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.980489
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47624
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.912921
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03855
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08573
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10805
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04708
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.898279
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.975953
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.510456
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.84659
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341728
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596031
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872942
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1756
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495178
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841029
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221984
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.87986
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112799
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637749
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09136
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.9035
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34871
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.977908
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10047
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20703
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27595
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.832349
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.905458
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.920333
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.934389
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.639132
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.771095
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341085
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595353
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872202
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174759
º(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490496
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835886
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216356
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637433
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105807
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612155
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05993
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.829509
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.896922
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.123501
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16168
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34503
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.770515
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.838505
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8808
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.050131
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.778615
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.698539
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340467
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594624
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871418
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171423
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485924
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83086
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210794
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.541144
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.511303
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.483319
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.777911
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.785472
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.41022
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.276147
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.370287
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.71263
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.774859
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.323185
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.310834
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.300134
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.291076
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.28365
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.196364
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.27367
(334.04, 7.47, 358.38) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.6288
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 8.270157
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 8.270819
(334.04, 7.47, 358.38) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 8.273094
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33981
(334.04, 7.47, 358.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593939
