¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84854
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823091
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152525
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512874
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913081
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.36005
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864474
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10184
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82024
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65112
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62286
³(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81405
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2609
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04999
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2979
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39826
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.47314
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.44805
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.42699
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.40996
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.39692
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.38787
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.3828
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.38171
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.38459
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250992
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521331
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818384
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147744
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507575
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907179
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353437
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464078
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08981
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80642
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63506
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60395
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76728
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20368
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97846
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08864
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12606
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.4822
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.45816
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.43817
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.42219
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.41022
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.40223
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.39822
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.39819
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.40214
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247775
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517812
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813636
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142856
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502161
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901149
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346682
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453337
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07759
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79235
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61867
°(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58468
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72882
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14616
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9066
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88415
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96806
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.59405
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.57122
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.55245
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.53771
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.527
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.52029
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.51759
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.51888
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.52418
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244479
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514207
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809678
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137869
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496635
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894996
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90388
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44239
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06509
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77796
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60196
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56505
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70537
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08833
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83439
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68426
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81456
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.86837
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.84744
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.8306
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.81784
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.80915
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.80453
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.80396
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.80745
(416.55, 14.69, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 20.815
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241104
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510517
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805626
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132783
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88872
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89327
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431259
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05238
(416.55, 14.69, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76333
