¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446969
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91078
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9182
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54492
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54349
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05482
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0467
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.964
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62557
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36755
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02346
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80799
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385298
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581192
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044008
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218469
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404611
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603545
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756783
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91196
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075818
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249097
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43253
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627033
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837765
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12435
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388372
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671861
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977012
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500469
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51077
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48712
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56243
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07486
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88476
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76123
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47865
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08188
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81279
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82382
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373577
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855888
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018235
†(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191062
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375411
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572378
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732004
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885911
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048409
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220241
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402128
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594914
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799611
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024072
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281266
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557228
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853954
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173883
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20667
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49645
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58432
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0981
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70368
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56604
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33763
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92483
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61044
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84482
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680754
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832119
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99304
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164268
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346888
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541929
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708064
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860777
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022015
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192431
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372818
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563969
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765213
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941259
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177839
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446592
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735411
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04645
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771935
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56292
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60922
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12451
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67455
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37805
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1997
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78164
ƒ(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3994
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87106
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658793
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808896
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968386
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138094
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319003
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512202
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685012
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836563
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996552
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165656
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3446
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534176
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719848
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891498
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080795
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339886
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621069
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923737
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373061
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4189
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63713
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15406
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65835
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19709
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00307
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6444
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25392
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90257
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637356
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786208
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944301
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112506
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291783
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483161
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662769
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813255
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97203
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139855
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317392
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505499
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676031
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844343
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030245
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23685
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510842
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805451
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123059
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06055
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66806
‡(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18687
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59622
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07491
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81389
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51293
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23652
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93933
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616408
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764001
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920771
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087508
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265192
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45483
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641346
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790798
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948454
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115035
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291245
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47577
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633734
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800094
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981477
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176596
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404511
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691484
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000595
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638762
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45633
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17846
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53794
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97058
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63902
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38706
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22633
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98146
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595899
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742325
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897784
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063107
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239213
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427172
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620815
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769197
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92579
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091182
(327.48, 7.18, 328.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266121
