¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180415
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499853
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001934
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568901
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22284
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0001
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87499
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88287
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13953
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63298
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41276
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59553
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.74952
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.57928
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.55314
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.53141
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.51413
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.50128
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.58472
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031616
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262657
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513407
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78646
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084867
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412233
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643993
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724758
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054804
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504483
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007248
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574922
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23325
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01142
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8839
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89405
ç(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1576
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65045
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4329
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62771
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78179
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.89399
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.85848
(423.86, 14.77, 252.41) (385.04, 7.87, 249.84) (0.81, 2.16, 0.81) Human 22.83246
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034863
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26615
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517248
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790634
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08945
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417245
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778445
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932291
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066209
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509261
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012735
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581141
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24381
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02256
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89312
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9056
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17294
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66901
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45381
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66081
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80131
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038154
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269762
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521113
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794857
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094083
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422342
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784065
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177086
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253128
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514184
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018393
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587554
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25454
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03391
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90257
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91751
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18869
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68962
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47548
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69481
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82236
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041488
À(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273378
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52506
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799159
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098795
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427526
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789785
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179611
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595551
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644397
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024224
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594162
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26542
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04249
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91128
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.99097
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.85317
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.82435
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.80261
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.78325
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.76627
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.75165
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.73931
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.72929
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.72159
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.72777
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.83981
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044868
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277056
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529033
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803513
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103531
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43277
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795548
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182343
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610333
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937184
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062266
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600965
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27646
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05116
(423.86, 14.77, 252.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92032
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.85708
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.76641
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.73982
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.71756
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.69765
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.68007
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.66487
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.65192
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.64131
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.63296
Ä(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.63657
(423.86, 14.77, 252.41) (395.97, 8.09, 250.61) (0.81, 2.16, 0.81) Human 11.71146
