¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806985
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289782
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929161
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6653
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5217
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50483
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8407
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18057
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98372
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16545
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03273
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98063
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.555737
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.732069
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006234
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429098
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63366
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855458
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098611
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370602
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669349
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998921
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364281
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771482
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215643
ç(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708387
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265967
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901909
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63375
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48489
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48676
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68302
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12095
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9072
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06774
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90179
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.79607
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89482
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.057598
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232645
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421311
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625275
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846349
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088191
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359208
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656828
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985098
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348921
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75433
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197482
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687961
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242797
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875385
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60314
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4491
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44435
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63211
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75412
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83292
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97313
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77522
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.61809
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.888737
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051087
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.225633
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413782
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617102
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.837463
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078043
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348076
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644568
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971566
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33389
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737556
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179785
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668088
î(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220223
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84958
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57331
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41431
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40322
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58266
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11279
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90405
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88157
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.65293
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44651
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882807
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.044732
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218809
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.406392
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609108
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828829
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068092
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337171
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632588
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958319
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319213
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72118
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162605
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648726
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198267
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824471
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54438
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38051
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36328
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53474
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04751
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60207
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.793
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53481
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28114
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877055
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038529
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212142
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399227
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601347
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820435
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058511
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326541
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620913
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945434
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304878
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705156
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145895
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629901
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176948
ò(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800114
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51626
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3477
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3245
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48824
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98403
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79466
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70736
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42077
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12181
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871421
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.032502
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205658
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39225
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593813
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812255
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049628
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316154
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609474
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932791
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290908
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689575
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12965
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611627
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156242
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77646
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48897
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31587
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28694
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44316
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92231
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72538
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31373
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31072
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.96836
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865955
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026646
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199348
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385452
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586467
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804286
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04097
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306003
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598355
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920493
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277261
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674331
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113889
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593898
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136154
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753498
ö(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46251
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28504
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25053
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39952
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86239
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65837
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84821
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20457
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82062
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.860631
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.020936
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193246
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378835
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57934
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796535
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032553
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296107
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587462
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90851
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263935
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659471
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098577
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576668
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116661
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73124
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43686
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25514
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21527
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35728
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8042
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59363
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76528
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10223
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67847
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855495
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015416
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18728
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372456
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572431
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789043
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0244
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28644
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576841
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896801
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250975
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645026
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083729
(390.38, 7.70, 358.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560017
