¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25616
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87217
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09562
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.924302
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.35806
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550798
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20348
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00127
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95339
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1748
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76027
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11909
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57981
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.97051
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.418472
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589913
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26221
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07063
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03563
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27985
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92009
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36739
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58899
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.02462
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.479163
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.990148
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32052
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13939
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11726
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38384
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08154
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61685
ä(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66967
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.078918
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.540115
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.059026
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37837
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20746
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19824
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4866
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26402
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86717
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73991
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.133387
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.601306
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.12824
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.725967
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27487
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27845
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58805
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44612
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1181
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79952
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.188004
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.662717
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.197769
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.805302
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34157
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35791
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69309
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61382
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36936
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90986
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.242749
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.724325
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.267589
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.877703
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58824
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43647
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80824
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77478
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64877
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62303
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.297602
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.781473
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.310607
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.90965
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64044
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51409
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92205
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93339
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94265
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.332498
Æ(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.805843
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.338137
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.940987
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69161
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67511
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03443
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08939
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23768
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.353751
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.829703
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.365101
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.971687
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7417
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73981
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14524
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24253
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53351
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.374532
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.853038
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.391481
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00174
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79066
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80321
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08218
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41029
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86067
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.394828
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.875836
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.417263
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03112
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83845
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86522
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17826
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58839
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20732
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.414624
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.89808
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.44243
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05981
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88502
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92579
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2726
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10726
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55238
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.433916
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.919763
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.466965
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.08779
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93032
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98484
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36509
“(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2506
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89503
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.452685
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.940864
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.490853
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11504
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97431
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04232
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45559
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39911
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23429
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.470922
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.961375
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.514077
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14154
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01695
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09815
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54399
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54455
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98817
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.48862
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.981279
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.536624
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17395
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05818
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15228
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62995
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68663
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23156
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.505762
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.000569
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.558477
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20747
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1015
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20462
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71098
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82507
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46914
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.522342
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.019228
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.579627
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23972
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14425
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25603
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78959
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95465
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7064
(344.26, 7.89, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.538347
