¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72062
è(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158121
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67179
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22207
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48174
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6674
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87055
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14992
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44629
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7612
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09636
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4537
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69518
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90086
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11592
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34093
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57648
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84748
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14111
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45032
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77631
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54335
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229515
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484353
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749452
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044251
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378824
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748348
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158508
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164574
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679016
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20303
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5315
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71906
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91562
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12172
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33801
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59606
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92144
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26801
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63794
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84833
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0616
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28465
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54322
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82127
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11376
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42175
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74644
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0891
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228722
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483489
é(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753103
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045536
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38024
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749915
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709508
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171054
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674292
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18432
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58316
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77276
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97147
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17985
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39856
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6283
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86988
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12411
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44834
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79844
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00998
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25696
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5206
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79771
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08917
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39608
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71961
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06101
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227904
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482599
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756817
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046785
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381615
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751439
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715389
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177644
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657756
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16594
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63682
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82852
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02944
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24021
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46147
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69395
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93837
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19571
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46685
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75287
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98265
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23769
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50054
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77679
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06737
â(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37329
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69582
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03612
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227065
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481685
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759389
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048001
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382955
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752923
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721342
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184221
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641534
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14789
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69249
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88639
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08967
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30287
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5268
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76209
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00955
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27011
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53625
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73542
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94356
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18969
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45888
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74203
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04013
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35341
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67501
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01432
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226202
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480745
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758361
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04918
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384256
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754361
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727312
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170602
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625618
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13018
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6928
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94641
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1521
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36793
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59458
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83284
(426.36, 9.95, 362.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08349
