¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862506
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.38914
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.47375
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.74678
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.71933
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63878
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63282
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.64364
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.75882
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.01414
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.956009
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.928889
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.903014
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.878356
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.531384
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.512691
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008615
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430464
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903965
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435757
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835718
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2098
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.42757
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31995
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.29545
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.27307
Ë(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.34684
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.43069
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.70795
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.77382
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.64661
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.6284
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.6249
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.69634
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.81497
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.76691
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.740918
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.716122
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.574274
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.554433
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633546
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006104
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430274
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903767
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435553
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831051
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20091
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.37813
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.27697
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.25258
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.2303
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.30671
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.38983
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.67099
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.83142
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.70313
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62643
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62293
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63688
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.75438
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.01401
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.664972
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.641716
(371.17, 7.26, 351.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 4.619587
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967675
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283103
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630017
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006018
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430173
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903667
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435399
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827244
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19293
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.3315
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.23635
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.21206
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.18986
³(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.26871
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.35116
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.63586
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.04733
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.76277
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63835
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62342
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62239
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.6968
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.81793
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170766
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413284
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677011
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964783
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279933
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626549
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005943
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430137
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903575
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435328
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821233
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18587
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.28761
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.19802
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.17382
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.15424
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.2328
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31461
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.60254
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00734
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.82559
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.7
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62637
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.62534
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.64216
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.76224
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.02659
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168562
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410908
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67442
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961936
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276844
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623111
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005621
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430076
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903551
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435281
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815521
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17974
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.2464
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.16195
°(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.13785
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.12098
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.19896
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.28017
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.571
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.988
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.04503
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.76485
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.64294
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63075
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63219
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.7095
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.83339
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166391
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408555
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671847
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959134
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273743
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619699
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001856
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426102
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899699
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431622
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810698
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17448
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.20783
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.12811
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.10409
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.08971
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.16715
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.2478
(371.17, 7.26, 351.41) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.54122
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.96892
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41017
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.83298
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.70981
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.63863
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.64007
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.65966
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.78257
(371.17, 7.26, 351.41) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.05256
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164226
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406196
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669291
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956317
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27069
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616345
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998135
(371.17, 7.26, 351.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421947
