¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773442
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.048587
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.387345
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272759
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690886
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15536
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6743
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25776
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91832
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6723
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54073
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42488
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09279
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79716
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12254
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2255
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34422
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069006
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.248943
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.443227
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653588
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.882057
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.131012
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.403279
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.702217
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.027306
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.363895
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249905
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665568
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127275
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642843
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22231
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87811
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62623
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4875
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41258
ô(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11634
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81719
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75857
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84073
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16359
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.057864
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.236938
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.430255
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.639533
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.866777
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.114347
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.385032
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.682154
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.006423
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.340894
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.69904
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640937
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099823
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612154
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18776
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83889
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58138
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43569
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35779
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1419
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83951
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5098
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47398
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98898
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.046867
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.22509
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.417458
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.625669
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.851711
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.097915
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.367046
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662386
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.985935
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.318333
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.674509
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616859
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073049
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582246
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15403
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80068
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53771
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38523
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30471
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16944
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86417
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53677
î(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16748
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8202
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.036015
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.213403
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.404834
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.611995
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.836854
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.081718
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.34932
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.642909
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.965843
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.296213
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.650503
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593381
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046965
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553072
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12125
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7635
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49519
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33619
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25329
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19902
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89118
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56629
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87444
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65708
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.02531
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.201874
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.392385
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.598515
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82221
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.065756
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.331855
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.623724
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.945221
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.27453
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.627019
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570518
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021528
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524673
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08927
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7273
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45383
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28847
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20353
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21587
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92057
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59844
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59342
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.2
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.2025
ó(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.1957
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.17711
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.16229
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.014752
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.190506
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.380111
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.585226
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.807776
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.050028
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.314653
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.604832
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.92438
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.253285
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.604056
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548228
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996782
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496977
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05816
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69205
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41361
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24212
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15543
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16005
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95232
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6332
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38234
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2225
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.004341
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.179297
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.368014
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.57213
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.793556
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.034534
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.29771
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.586231
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.903868
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.232472
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.581607
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526502
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972686
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470056
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0279
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65783
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3745
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19706
(371.02, 8.86, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10891
