¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22864
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873953
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4459
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11132
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88025
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78101
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87989
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20884
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92787
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08925
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83924
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016819
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262588
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529917
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822474
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146463
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509263
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902314
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340253
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84516
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41217
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07252
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83518
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72798
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81528
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11666
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81355
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94371
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70495
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99677
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00352
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248091
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514083
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805114
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128122
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488769
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879532
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314754
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816463
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378644
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03389
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79033
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67523
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75096
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03503
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71194
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79985
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54879
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79466
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99026
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233646
µ(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498307
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787821
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109819
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468365
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856862
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289387
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787866
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345329
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995427
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74572
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62277
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68691
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95753
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50977
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67497
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39435
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59566
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977044
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219252
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482593
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770599
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091555
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448056
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834298
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264153
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759377
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312227
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.957143
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70133
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57061
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62317
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87973
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41623
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55571
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24168
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42423
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963872
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204912
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466941
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75345
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073331
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427839
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811847
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239055
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730995
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279343
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919047
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65719
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51876
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55975
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80245
«(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32344
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21107
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09076
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26268
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950747
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190629
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451354
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736377
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055154
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407723
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789515
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214101
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702734
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246679
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881144
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61329
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46722
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49664
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72571
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2314
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1002
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94156
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10287
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937673
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176407
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435837
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719382
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037027
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387712
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767303
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189293
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674594
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214242
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843438
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56966
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.416
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43388
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6495
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14013
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99049
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42569
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94481
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92465
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162246
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420388
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70247
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018954
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367802
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745214
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164631
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64658
¦(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182036
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805939
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52628
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36512
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37146
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57385
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04964
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88194
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28401
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78858
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911681
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148151
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405017
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685643
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000937
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348005
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723252
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140123
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618696
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150064
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76865
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48318
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31457
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30941
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49912
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95993
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77456
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14374
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63411
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898769
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134122
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38972
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668902
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982982
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328318
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701421
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115768
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590949
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11833
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731576
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44035
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26437
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24772
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42531
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87102
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66833
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00489
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95022
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885914
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12016
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374501
˜(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65225
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965088
(441.31, 14.94, 256.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308746
