¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810115
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.40626
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.39349
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.38394
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.3776
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.37444
(341.20, 7.39, 372.80) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 16.32415
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395005
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648909
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925225
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226965
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565599
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94491
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352636
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803809
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320725
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916852
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48805
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19349
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14163
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28815
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47997
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9039
(341.20, 7.39, 372.80) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 16.39506
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.36943
(341.20, 7.39, 372.80) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 16.34707
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.32794
(341.20, 7.39, 372.80) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 16.31204
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.29934
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.28984
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.28352
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.28037
(341.20, 7.39, 372.80) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 16.23036
(341.20, 7.39, 372.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 24.44106
(341.20, 7.39, 372.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 24.45089
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396396
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650408
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926885
±(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228746
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564683
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943874
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351085
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802083
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314091
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908166
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4783
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16073
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09651
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28522
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46312
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88325
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.30464
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.27914
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.25689
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.23787
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.22204
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.20941
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.19994
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.19365
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.19051
(341.20, 7.39, 372.80) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 16.14074
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397794
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651931
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928501
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230572
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563739
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942796
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349545
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800368
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307369
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899708
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46881
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12822
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05092
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28212
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45269
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86284
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.21836
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.19299
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.17085
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.15191
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.13616
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.12358
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.11416
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.10789
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.10476
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.05524
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399199
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653449
®(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930199
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232421
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563726
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941703
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348043
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798663
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302662
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891473
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45956
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09919
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00476
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27889
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44739
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84267
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.1361
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.11085
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.08882
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.0456
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.02994
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.01744
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.00808
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.02614
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.02302
(341.20, 7.39, 372.80) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 15.97375
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400636
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655023
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931861
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234236
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565725
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94054
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346524
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797004
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300774
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883485
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45059
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08907
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95816
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27555
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44226
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82281
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.05779
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.03266
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 16.01072
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.98124
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.96564
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.95318
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.94384
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.94831
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.9452
(341.20, 7.39, 372.80) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 15.89616
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402053
±(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656568
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933577
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236106
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567756
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939362
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344992
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795294
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298909
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875685
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44188
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07922
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91111
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27208
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43732
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80318
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.98334
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.95831
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.93647
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.90712
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.89158
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.87917
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.86987
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.87432
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.87121
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.82239
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403451
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658116
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935234
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237916
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569792
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938088
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343472
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793628
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297009
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868128
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43341
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06968
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86362
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22569
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4326
(341.20, 7.39, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78378
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.91266
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.88774
(341.20, 7.39, 372.80) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.86598
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.84737
(341.20, 7.39, 372.80) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 15.83189
