¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.482094
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.226707
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.443622
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.680254
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.940063
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.228406
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.552929
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.930334
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.403954
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.926494
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.458449
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.084775
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.813343
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67122
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86061
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01428
Š!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01576
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.114533
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.242566
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.379704
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.526916
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.685314
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.856179
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.040999
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.241506
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.459732
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.698077
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.959178
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.247955
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.571806
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.94837
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.42225
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.916049
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.456822
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.082898
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.813341
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42237
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87201
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00637
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67748
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.123577
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.25223
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.390054
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.538024
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.697265
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.869073
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054949
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.256645
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.476217
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.716095
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.97917
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.268696
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.591764
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.966839
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.440999
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.91205
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.455812
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.087726
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.828579
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44259
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88438
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99947
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35263
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.132813
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.262102
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.400627
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.549376
!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.709481
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.882254
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069211
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.272129
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.493082
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.734533
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.999408
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.291225
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.614146
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.985744
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.435054
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.911701
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.464128
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.101467
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.844676
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46381
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89775
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99348
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04044
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.142243
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.272182
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.411424
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.560969
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.72196
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.895722
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.08379
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.287956
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510327
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.753391
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.020117
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.314067
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.639555
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.005151
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437823
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.922548
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.476625
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.115943
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.86164
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48609
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91214
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98846
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75404
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.151867
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.282471
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.422448
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.572807
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.734704
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.90948
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.098686
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.304133
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.527956
!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.772677
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.041299
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.33744
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.665475
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.02762
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.447893
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.933998
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489758
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.131159
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.879476
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50939
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92755
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98444
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68404
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.161683
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.292967
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.433697
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.584889
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.747715
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.923528
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.113897
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.32066
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.545973
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.79239
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.062962
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.36135
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692001
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.0505
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.465396
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.946335
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.503526
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.147114
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.898184
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53374
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94396
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01053
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61599
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.171695
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.303674
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.445173
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.597218
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.760994
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.937869
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.129432
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.337539
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.564379
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.812538
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.085107
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.385804
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.720662
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.074084
‡!(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.485175
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.968794
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.521001
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.163819
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.917775
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55918
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9682
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05661
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5499
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.181901
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.314591
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.456877
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.609795
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.774543
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.952505
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.145288
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.354774
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.583178
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.833122
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.107741
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.410805
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.749334
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.098377
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.505527
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.991913
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.547492
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.188011
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57279
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58565
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03345
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10386
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48569
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.192302
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.32572
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.468808
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.622619
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.788361
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.967434
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.161469
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.372366
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.602372
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854146
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.130866
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.436359
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.778645
(382.73, 10.77, 322.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.123387
