¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86927
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773024
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921441
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077208
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2409
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413017
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594189
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723934
ç(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85743
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996907
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142664
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295041
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454421
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621322
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796125
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979413
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17168
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35722
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53556
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0052
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.51042
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.51952
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.53147
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.54628
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.56396
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.58453
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.608
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.63442
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527986
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665095
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808854
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959671
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118034
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28452
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459633
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641924
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772663
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909159
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05175
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200842
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356724
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519907
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690818
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869898
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05773
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25491
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46203
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67983
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.60496
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.61427
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.62644
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.64149
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.65943
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.68027
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.70405
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.73079
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427886
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560841
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700148
Ş(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846295
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999646
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160751
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330101
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50835
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690644
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824272
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96389
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10981
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262373
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422026
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589132
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764247
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94787
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1405
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34281
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71043
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.70361
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.71313
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.72553
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.74083
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.75905
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.78019
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.80428
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.83135
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33111
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460089
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595201
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736857
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885418
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041433
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205338
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37776
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559278
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742234
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878989
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021861
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171234
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32748
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491009
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662342
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841897
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03024
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31822
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7602
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.80648
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.81622
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.82887
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.84444
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.86294
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.88439
Ø(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.90882
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.93624
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261861
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362681
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493776
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631157
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775199
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926397
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085131
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252014
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427637
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612598
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796876
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936905
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08317
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236191
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396309
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564029
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739716
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956732
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36575
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81202
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.9137
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.92369
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.93659
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.95244
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.97124
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.99302
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.01779
(418.46, 13.49, 326.81) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.04558
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285374
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373096
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464444
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559564
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66883
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815413
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969275
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130945
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300922
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47988
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668437
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854743
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998132
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148066
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304923
(418.46, 13.49, 326.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469116
