¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99352
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.71383
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.76637
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.90446
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 19.43454
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187203
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447524
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189551
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52305
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890614
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297619
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748117
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867816
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99262
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619283
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953182
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3132
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7024
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12439
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50789
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.70271
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.67649
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.72338
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.84685
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 19.98925
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 20.94481
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173196
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432238
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715338
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503396
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86891
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273522
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723775
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102565
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397701
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714557
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05556
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42351
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82155
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74957
š(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59651
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.66834
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.64217
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.68329
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.80601
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 20.58005
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.3546
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.96871
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1592
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416969
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698619
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483765
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847191
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249429
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696947
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187998
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489126
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812615
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16096
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53711
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94439
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83253
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68708
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.63698
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.61086
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.64603
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.76808
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.21043
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.08327
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.82006
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.77763
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.86436
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.29029
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145222
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401722
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681927
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989209
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825559
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225435
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670135
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167572
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583073
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913436
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26948
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65421
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90949
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91444
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77971
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.60859
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.58252
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.61159
—(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.73301
(384.72, 7.16, 356.44) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.96267
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.9083
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.64177
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.59396
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.66968
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.04687
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131263
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3865
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665265
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9709
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804012
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201489
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643434
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137635
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679703
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01722
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38123
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77486
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86133
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98857
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.76837
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.58314
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.55712
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.57992
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.70077
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.74744
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.47057
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.41742
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4825
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.81308
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117327
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371305
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648639
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952632
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782475
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17763
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616826
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107771
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660049
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12399
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49632
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82677
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81331
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92953
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.75253
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.56062
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.53464
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.55101
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.67133
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69064
‘(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.59401
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.30619
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.24772
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.3025
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.5885
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103415
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35614
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632048
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934409
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267141
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153846
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590311
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078055
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626488
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23388
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61483
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78604
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76541
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87081
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.73995
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.54219
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.51504
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.52482
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.64466
(384.72, 7.16, 356.44) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 19.63612
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4477
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.14836
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.0846
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.12939
(384.72, 7.16, 356.44) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.37267
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08953
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341008
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615498
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916235
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247097
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130095
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563902
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04843
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593082
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20959
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91323
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7454
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7176
(384.72, 7.16, 356.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81248
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.73062
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.53309
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.49832
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.50132
(384.72, 7.16, 356.44) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.62075
