¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93764
é(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87984
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8899
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021912
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256094
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51057
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787976
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091533
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425022
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793009
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201069
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64543
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123669
(401.99, 14.21, 246.26) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.798832
(401.99, 14.21, 246.26) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.690902
(401.99, 14.21, 246.26) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.665742
(401.99, 14.21, 246.26) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.642407
(401.99, 14.21, 246.26) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.620874
(401.99, 14.21, 246.26) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.0398
(401.99, 14.21, 246.26) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.16238
(401.99, 14.21, 246.26) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 12.94467
(401.99, 14.21, 246.26) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.10744
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26777
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24825
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17542
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97
(401.99, 14.21, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88071
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23398
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471869
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730017
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011001
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31798
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634879
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908461
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.131345
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.100812
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.072072
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.045101
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.019867
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.996343
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.974509
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.954339
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.935813
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.918916
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.903626
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.889931
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.877817
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.867271
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.858284
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.850846
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.844949
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.84059
ù(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27288
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.07015
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.07767
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233547
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471412
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729502
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010468
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317402
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605462
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876761
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.98983
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.959867
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.931666
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.905202
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.880443
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.857367
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.835948
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.816165
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.798
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.781431
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.766443
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.753023
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.741154
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.730826
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.72203
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.714756
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.708996
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.704748
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94831
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.21546
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.22312
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233177
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471003
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729088
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00999
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316866
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57668
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845758
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.854674
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.825253
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.797565
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.771584
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.747279
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.724628
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.703607
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.684192
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.666367
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.650113
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.635412
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.62225
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.610616
€ (401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.600496
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.591882
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.584763
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.579134
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.574989
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.572324
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36674
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37455
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232869
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470653
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728672
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009573
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300541
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54848
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815436
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.725501
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.696597
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.669401
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.64388
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.620007
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.597761
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.577118
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.558055
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.540555
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.524598
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.510171
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.497258
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.485845
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.475923
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.46748
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.460509
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.455005
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.45096
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.448369
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.78625
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.78768
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232567
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470353
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728367
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009201
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27485
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520927
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.632084
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.60197
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.573562
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.546831
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.521748
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.498289
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.47643
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.456146
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.437418
† (401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.420228
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.404557
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.39039
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.377712
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.366511
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.356777
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.348498
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.341668
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.336279
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.332327
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.329808
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.6613
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.66274
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232358
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470094
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728081
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008932
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249726
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493943
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.513388
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.483771
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.455835
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.429549
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.404888
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.381823
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.360332
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.340393
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.321985
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.305089
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.28969
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.27577
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.263317
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.252318
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.242762
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.23464
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.227942
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.222664
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.218802
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.216349
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.54125
(401.83, 14.20, 246.25) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.54269
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232163
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469914
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727855
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999287
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225168
(401.83, 14.20, 246.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467607
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.399752
(401.83, 14.20, 246.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.370613
