¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92125
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53387
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51876
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61395
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9056
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45145
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33265
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.50422
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.3551
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.19085
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.16187
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.13886
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.12882
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.12244
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.14155
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.13876
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.09371
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.22717
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.36623
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977572
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29698
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651165
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0458
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.478725
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97044
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518248
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14794
æ(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84844
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63829
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52495
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50738
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60061
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88977
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43234
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31004
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.54079
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.39485
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.24184
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.22678
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.22499
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.25396
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.2866
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.32293
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.18554
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.18666
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.30417
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.44084
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976149
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295398
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649706
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043557
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476336
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968054
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515059
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14366
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84254
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63044
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51575
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49586
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58712
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87375
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41302
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28705
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.58194
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.4384
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.40427
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.38234
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.38371
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.38866
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.39721
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.45197
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.29165
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.3698
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.48968
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.61479
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974545
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293637
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648026
Û(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041093
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473938
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965361
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511594
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13877
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8363
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62229
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50628
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48421
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57348
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85756
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3935
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26305
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.62769
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.48577
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.45154
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.42633
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.42776
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.43277
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.44139
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.45612
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.44311
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.56032
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.68269
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.81038
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972776
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291692
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646123
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038404
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471266
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962278
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507774
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13351
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82969
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61383
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49655
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47244
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55969
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84119
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37377
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2388
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.67812
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.53702
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.50267
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.47412
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.4756
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.48069
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.48938
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.50169
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.63879
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.75853
Ë(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.88763
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 19.02631
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970843
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289568
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644001
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035497
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468317
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958263
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503608
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1279
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82273
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60507
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48654
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46054
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54575
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82466
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35383
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21431
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.73783
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.5922
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.55773
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.52699
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.5273
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.53246
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.54123
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.55364
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.59948
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.97369
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 19.10985
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968747
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287264
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641659
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032368
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465094
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953975
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49909
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12193
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81543
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59601
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47628
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44851
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53167
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80796
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33371
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18959
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.80313
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.65137
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.61677
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.58591
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.5829
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.57951
Ê(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.56076
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.60951
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.62566
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 19.17109
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966489
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284782
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639095
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029022
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.461599
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.949414
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494228
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11561
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80778
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58665
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46575
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43637
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51747
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7911
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31339
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16465
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.89272
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.71459
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.67984
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.64885
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.64245
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.64318
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.62435
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.66936
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.68563
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.82294
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964067
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282122
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636314
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025455
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457833
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944578
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.489025
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10894
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7998
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.577
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45497
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42412
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50312
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77409
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2929
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13948
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 19.01181
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.78192
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.74702
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.7159
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.70603
Ç(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.71095
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.69203
(336.09, 7.39, 349.60) (334.48, 1.88, 314.02) (8.15, 3.11, 2.82) Truck 18.73325
