¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662045
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50271
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22941
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06674
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99517
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11443
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31704
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83369
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69386
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13474
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.45534
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50059
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706441
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92948
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168918
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429286
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714389
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025167
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364689
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74718
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747756
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265347
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850111
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50392
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23084
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06837
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9976
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10746
ñ(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30882
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80643
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66024
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64044
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40027
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502742
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708768
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932008
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17183
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432465
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717448
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028625
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368502
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749654
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748467
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266163
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851017
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50543
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23259
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0704
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00063
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0991
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30153
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78023
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62791
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13387
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.3322
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504954
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711161
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934609
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174835
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435742
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721037
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032218
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372466
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287834
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749289
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267126
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852128
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50729
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23469
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07285
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00422
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09084
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29521
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74565
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59692
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08284
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26517
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507226
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713617
‚(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93728
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177931
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439119
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724737
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03595
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874876
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288747
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750333
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26827
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853412
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50941
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23712
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07563
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0084
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08747
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28982
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70643
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56117
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03094
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20916
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509556
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716138
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940019
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181118
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442596
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728544
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511305
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875814
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289762
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751482
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269587
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854898
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51182
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23989
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07885
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00778
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08212
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28537
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67491
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50805
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98032
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15535
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511947
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718725
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942825
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184397
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446174
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186355
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51589
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878736
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290974
û(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752794
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271025
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856555
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51453
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.243
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08248
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00381
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07746
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28185
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67286
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45627
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93102
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08821
(435.32, 13.96, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514395
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.859047
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.789519
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.767056
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.746656
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.727357
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.709114
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.691921
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.675776
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.660652
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.646513
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.633378
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.621198
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.609996
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.599738
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.590422
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.582023
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.574553
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.567984
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.562337
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.557598
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.553743
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.550788
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.54997
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.573616
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.754756
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.69832
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.671137
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.65029
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.630546
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.611831
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.594188
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.577552
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.561935
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.547298
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.53364
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.520943
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.509197
  (435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.498367
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.488481
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.479509
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.471435
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.464271
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.457983
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.452583
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.448066
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.444423
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.441653
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.440626
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.452576
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.483791
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.547461
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.669463
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.630147
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.607248
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.586726
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.567274
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.548881
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.531504
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.515138
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.499768
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.48537
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.471928
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.459442
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.447884
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.437255
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.427537
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.418719
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.410793
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.403758
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.397589
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.392305
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.387878
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.384324
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.381625
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.38057
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.389877
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.413341
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.455589
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.532396
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.621296
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.588026
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.566328
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.546019
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.52677
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.508552
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.491356
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.475157
(435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.459944
£ (435.32, 13.96, 293.02) (439.93, 8.26, 273.06) (0.81, 2.16, 0.81) Human 4.445698
