¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47761
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84404
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96624
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08957
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357171
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531551
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71882
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920338
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128815
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343641
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575405
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826127
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538352
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82976
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14628
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491146
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861382
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260548
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69935
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1146
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56386
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05711
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60106
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19912
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87663
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63664
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68922
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78896
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03942
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343373
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.516769
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702945
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903108
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108539
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321833
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551885
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800687
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504839
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793465
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106846
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448242
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82141
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21754
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650959
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05707
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50098
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98814
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53086
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11865
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76704
Í(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51372
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53941
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61751
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99277
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329813
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502244
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687352
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886189
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088691
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30049
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528875
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77581
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043583
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758061
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068409
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406384
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775657
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175747
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599683
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00129
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44065
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92729
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46388
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04274
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66364
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39492
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39428
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45167
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85005
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316493
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487978
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672039
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869578
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069271
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279612
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506371
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751485
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017211
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306194
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030921
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365568
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731091
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131851
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54993
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948329
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38708
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86853
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39911
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9694
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58253
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28016
¿(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25378
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29127
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60262
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303409
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473969
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656946
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853273
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050272
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259192
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484367
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727708
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991441
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278171
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586441
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325792
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687636
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084221
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503291
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900844
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33522
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8117
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3365
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89858
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50418
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17744
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11771
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13607
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36408
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.290563
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460217
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.642071
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837276
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031694
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239229
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46286
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704474
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966266
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250803
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556142
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867191
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645333
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039392
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455034
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854893
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2851
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75673
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27601
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83017
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4286
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09346
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9926
¸(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98594
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1341
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.277953
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446719
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627475
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821584
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013531
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219718
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441847
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68178
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941683
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224088
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526643
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835127
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171638
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999092
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406541
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807573
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23659
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70362
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21759
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76419
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35573
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01253
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88265
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84065
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91231
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26558
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433479
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613158
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805111
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995783
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200656
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421321
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659618
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917684
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198015
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497935
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803933
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137623
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959889
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359549
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756361
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18974
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65233
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16117
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70056
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28544
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9237
(353.54, 9.36, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77611
