¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01984
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55888
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55553
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55483
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55677
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538812
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741515
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960824
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197762
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455589
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734646
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037734
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375789
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749547
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151067
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596987
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096651
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660893
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3001
ü(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0345
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68503
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70148
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93439
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35158
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13905
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82084
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94256
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93475
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.61354
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.52319
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.6228
(399.71, 14.11, 244.11) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62473
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537953
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740588
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95972
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196527
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454243
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732077
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035558
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37339
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745502
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.145411
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590674
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090199
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653103
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29122
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02438
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66811
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68004
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89326
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32243
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06622
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75458
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0033
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94417
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.86953
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.76085
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.53691
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.48022
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.60832
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537172
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739745
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958678
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195396
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453012
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729655
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033524
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371148
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740619
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139999
ú(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584638
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084045
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645663
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28227
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01471
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65181
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66104
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8532
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29018
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99529
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6916
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11444
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95732
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.84179
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.64447
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.55349
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.57684
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.72632
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536472
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738987
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957733
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194369
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451743
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727381
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031631
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369062
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73596
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134835
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578877
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07819
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638575
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27331
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00549
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85427
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63817
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81415
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24317
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92622
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63179
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2286
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.20177
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.04479
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.66417
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.58772
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.69727
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535849
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738315
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956885
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19345
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449796
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725255
†(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029883
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367135
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731522
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129918
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573392
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072354
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631835
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26499
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99672
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8432
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61344
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77615
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1974
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.859
(399.71, 14.11, 244.11) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 17.14077
(399.71, 14.11, 244.11) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 17.12403
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.09284
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.78238
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.68682
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.67412
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.82265
(399.71, 14.11, 244.11) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.10333
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535306
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737729
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956135
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192634
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447984
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723277
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028275
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365363
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727306
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125246
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568181
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0667
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625449
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25775
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9884
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83264
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5896
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73918
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15293
(399.71, 14.11, 244.11) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.88568
(399.71, 14.11, 244.11) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.84221
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.56883
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.15937
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.80831
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.71243
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.80203
(399.71, 14.11, 244.11) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.25468
(399.71, 14.11, 244.11) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.09463
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534841
î(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737227
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95548
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191923
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446306
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721446
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026811
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363749
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723314
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120824
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563334
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061359
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619411
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25091
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97988
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82259
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78644
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70324
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10972
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73004
(399.71, 14.11, 244.11) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.86788
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.36833
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.9743
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.83727
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.78831
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.93513
(399.71, 14.11, 244.11) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.24179
(399.71, 14.11, 244.11) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.14622
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534455
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736812
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954922
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191318
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444765
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719761
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02549
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36089
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719543
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116648
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559182
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056327
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.613727
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24446
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96867
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81306
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76661
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67018
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06773
(399.71, 14.11, 244.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66823
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.97555
(399.71, 14.11, 244.11) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.44377
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.97014
(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.86928
å(399.71, 14.11, 244.11) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.92295
