¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524087
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.589633
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.590756
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046848
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280658
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528079
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797177
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090858
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412553
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736398
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068642
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.310551
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.281848
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.254949
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.229823
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.206444
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.184789
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.164835
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.146562
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.129952
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.114989
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.101658
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.112835
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.571542
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.56146
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.553262
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.546936
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.542479
ù(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.539884
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.539148
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.540275
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044399
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279583
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532124
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801602
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095699
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417864
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736065
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068283
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.268497
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.239949
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.213194
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.188201
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.164948
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.14341
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.123564
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.105391
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.088873
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.073993
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.060736
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.09979
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.523212
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.51319
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.50504
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.498756
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.494329
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.491755
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.491033
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.492162
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042039
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276989
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53229
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806114
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10062
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423242
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736014
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0766
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.22847
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.200067
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.173449
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.148584
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.12545
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.104023
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.084281
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.066201
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.049771
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.034969
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.021784
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.086935
û(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.477208
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.467243
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.459141
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.452895
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.448497
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.445943
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.445232
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.446362
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039679
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274444
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529466
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807542
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105594
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428768
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736948
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090262
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479106
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.349603
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.326808
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.305752
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.286415
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.268776
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.252815
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.238522
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.225877
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.214871
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.205492
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.197729
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.433478
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.423568
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.415509
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.4093
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.40493
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.402395
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.401696
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.402827
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037347
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271921
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526747
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804547
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108502
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432173
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74964
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104223
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494471
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.725286
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.701596
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.679726
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.659645
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.641339
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.624788
ö(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.60998
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.59689
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.585514
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.575837
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.56785
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.475459
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.470339
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.467065
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.465642
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.466062
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.468327
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.472442
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.478411
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035057
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269418
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52401
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801572
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105267
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435329
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762607
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118424
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510159
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94345
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.113564
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.090807
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.069925
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.050902
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.033715
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.018348
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.004786
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.993013
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.983025
(401.76, 14.15, 245.94) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.974801
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.477016
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.920473
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.917206
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.915871
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.916471
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.919004
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.923474
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.929884
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032773
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266948
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521362
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798675
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102078
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427212
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773939
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132956
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526154
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961192
ü(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440272
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.614143
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.58688
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.561627
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.538363
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.517061
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.497704
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.480268
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.464738
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.451098
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.450509
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.41766
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.41442
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.4132
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.41401
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.41686
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.42174
(401.76, 14.15, 245.94) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.42865
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030559
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264527
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51872
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795787
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096969
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419187
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765135
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146593
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542468
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979282
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458412
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.577874
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.550719
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.525569
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.502398
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.481185
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.461905
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.444541
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.429076
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.415495
(401.76, 14.15, 245.94) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.43405
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.04522
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.0395
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.03593
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.03451
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.03525
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.03814
(401.76, 14.15, 245.94) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.04318
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028362
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262146
(401.76, 14.15, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516137
