¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623753
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.37312
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.37454
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955558
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185001
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434091
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705457
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002154
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32783
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68684
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084501
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527283
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023234
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517574
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864666
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24008
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6474
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09645
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.74143
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.71088
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.68851
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.67169
±(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.56029
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.5473
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.53639
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52755
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.12082
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.3976
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39497
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39436
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39578
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954637
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183944
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432978
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704258
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000843
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326355
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68521
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082676
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525259
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02099
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521246
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868624
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24437
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65203
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10583
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.75272
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.72213
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.69703
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.68175
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.58406
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.57103
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.56009
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.55123
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.29462
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.41834
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.41773
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.41915
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953738
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182984
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431925
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703083
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999552
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324966
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683671
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080962
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523343
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018834
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52578
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873493
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24964
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65772
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.81271
²(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.77339
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.73759
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.7124
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.69818
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.61
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.59694
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.58597
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.6183
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.44385
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.44324
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.44466
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952853
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182052
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430893
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701951
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998335
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323622
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682197
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079299
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521505
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016759
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531119
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879269
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25587
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66733
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.83981
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.7998
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.76444
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.73569
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.72347
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.63816
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.62506
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.61405
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.72827
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.47092
(368.78, 7.30, 351.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.47234
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952011
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181152
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429904
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700893
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997137
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322328
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680752
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077742
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519739
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014761
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537303
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885932
(368.78, 7.30, 351.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26305
