¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23101
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97837
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212412
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466836
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760438
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077752
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425806
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812419
¥(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241782
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724896
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265882
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887187
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5743
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36256
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26415
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35106
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6077
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12477
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03591
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12177
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756444
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977376
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211333
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465662
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759357
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075841
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423713
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80999
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239071
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721914
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262095
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883123
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56567
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35338
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25115
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33524
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57939
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09052
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98725
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05637
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756027
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976447
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210325
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464565
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758285
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073982
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421671
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807626
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236429
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718684
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258408
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.879143
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55726
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3433
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2384
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31932
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55172
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05685
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93935
œ(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4998
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755641
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975583
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209388
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463544
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757068
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072174
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419683
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805325
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233859
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71551
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254819
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875249
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54906
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33165
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2256
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29915
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52467
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02376
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.89223
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43269
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755282
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974786
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208523
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462603
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755472
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070417
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41775
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803091
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231365
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712427
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251332
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868772
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54107
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3203
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21228
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27947
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49825
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99126
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84589
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36301
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754955
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974056
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20773
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46174
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753924
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068714
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415872
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80092
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228943
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709432
Ÿ(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247944
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861983
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53331
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30926
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19926
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26027
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47245
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95933
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80031
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27965
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754655
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973391
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207009
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460955
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752424
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067065
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414047
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798817
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226593
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706527
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244659
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855384
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52576
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29854
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18654
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24154
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44728
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9245
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7555
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21302
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754384
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97279
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206358
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460247
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75097
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065466
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412276
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796778
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224318
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70371
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241474
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848975
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51843
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28813
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17412
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22328
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42273
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88896
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70459
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14717
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754145
Ÿ(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97226
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205781
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459619
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749566
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063922
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410563
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794809
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222117
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700985
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238391
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842756
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51132
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27804
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.162
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20551
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39881
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85422
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65357
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0821
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753932
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971793
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205276
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459069
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748211
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062432
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408904
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792903
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219991
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698349
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235411
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836729
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50443
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26826
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15018
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18821
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37551
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82027
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60362
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0178
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753751
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971394
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204842
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458597
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746904
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060995
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407299
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791064
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217937
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695804
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232533
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.830892
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49776
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2588
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13866
(436.46, 13.86, 292.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17139
