¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08913
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934585
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.083776
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243321
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414297
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597927
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800909
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011343
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333179
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890067
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17488
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485764
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849562
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297195
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811855
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424347
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1445
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18758
Û(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80935
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96085
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.799729
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93276
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.081829
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.241242
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41207
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595536
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802217
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012754
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240407
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487323
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177297
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488404
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850215
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305056
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820716
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433035
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15703
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21658
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89619
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37485
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.79732
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931168
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.080131
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.239429
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410129
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593452
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803866
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014531
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242327
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489865
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758319
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49157
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855148
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31337
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830147
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442245
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17684
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24598
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98302
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80111
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.795042
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.92981
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078682
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.23788
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40847
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594267
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805852
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016671
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244641
Õ(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49282
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761533
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054884
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48854
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32213
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840066
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451962
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1972
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26965
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06978
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95917
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793033
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.928684
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077483
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236598
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407097
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603226
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808178
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019177
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247351
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496205
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765215
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058905
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392371
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780708
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850566
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462252
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21812
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29074
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15649
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11684
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.791295
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.927792
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.076532
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235583
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406009
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612236
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810843
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02205
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250455
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500021
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769368
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063438
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399377
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788489
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238796
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473057
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23954
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31215
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24304
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92512
¯(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789824
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.927133
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075829
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234831
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405205
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617797
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813847
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02529
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253957
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504269
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773989
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068484
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406879
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796822
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250366
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801236
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26157
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33384
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32943
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788623
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926706
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075374
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234345
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404685
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620909
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817191
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028895
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257855
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50895
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779081
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074046
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414876
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805706
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262451
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81502
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48052
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35585
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41553
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.787691
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926513
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075169
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234125
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404449
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624336
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820877
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032868
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262151
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514063
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784646
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080123
(429.32, 10.59, 357.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423372
