¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72213
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087525
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443328
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838354
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279359
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381011
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988855
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76936
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65001
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72505
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96578
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79691
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61108
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31236
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59381
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26546
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47627
ë(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769508
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092007
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448296
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843885
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285558
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388506
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00007
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74713
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63607
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71839
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98256
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72977
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74314
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05565
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08964
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479836
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773422
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096323
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453079
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849214
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291528
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788664
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01087
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72955
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62168
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71069
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9976
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73539
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87932
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52493
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483263
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777186
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100475
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457678
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854337
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29727
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795639
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.366472
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74155
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6069
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70193
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0109
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76085
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70823
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13511
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486551
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780795
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104456
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462093
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859254
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302778
Ï(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802331
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374089
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02983
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58922
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69212
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0224
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85337
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46236
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489697
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784252
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108268
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466317
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863959
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308053
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808736
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381382
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04016
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60418
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68121
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03208
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98958
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21204
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492703
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787554
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111909
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470352
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868457
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313093
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814853
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388346
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05005
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83327
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66927
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03999
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12061
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495565
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790698
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115378
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474197
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872741
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317896
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82068
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394979
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05948
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84427
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79264
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04606
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24608
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498285
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793684
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118673
¥(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477849
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876811
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322457
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.826213
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.40128
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06847
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85475
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.807
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05032
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36557
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50086
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796514
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121794
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481308
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880666
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326778
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83145
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407247
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07701
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8647
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82062
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00508
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47884
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50329
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799182
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124739
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484574
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884306
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330859
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836391
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412873
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08508
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87412
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83348
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02063
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6404
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505574
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801691
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127509
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487643
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887725
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334695
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841033
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418158
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09269
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88301
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84558
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03507
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66463
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507711
(436.67, 13.99, 296.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804039
