¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4284
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24286
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.60805
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.57869
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.55341
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.53218
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.51501
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.13076
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.12133
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067683
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305433
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56428
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844004
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604849
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96526
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365573
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798375
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276404
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818392
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43228
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.106
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88006
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77684
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77928
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91567
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22712
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57044
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11527
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13985
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.67015
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.64472
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.62338
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.2382
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.22454
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.22109
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069499
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307403
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567975
¦(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846079
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150236
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970577
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371452
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803039
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281585
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819361
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43334
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1052
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88868
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78282
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78628
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93785
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16924
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49645
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15926
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94019
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.94987
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.37717
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.35503
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.3371
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.32334
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071335
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309396
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569918
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848201
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152558
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975908
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377203
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807729
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286841
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823063
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43388
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11281
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89742
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78913
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79361
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8995
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1126
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42438
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32581
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00614
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.93086
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.48146
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.45918
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.44111
(425.90, 14.89, 247.71) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 21.49525
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073192
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311411
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5719
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850366
­(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154929
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490335
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381548
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81257
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29222
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829136
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43401
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12055
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90633
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79575
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80129
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89212
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05708
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47502
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49691
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16671
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69118
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66194
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63718
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61688
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60102
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58959
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58256
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57994
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075069
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31437
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573924
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852573
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15735
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494949
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385972
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817463
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297691
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835258
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44097
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12848
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9154
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80263
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80934
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8856
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00942
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84031
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67273
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32715
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89105
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86603
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84553
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8295
(425.90, 14.89, 247.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81794
