¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82044
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32558
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94179
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62565
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38877
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84956
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8566
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0041
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32322
Š(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79517
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13335
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05949
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.23072
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.1584
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.23319
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738224
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017796
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316978
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637861
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746714
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955931
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34651
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77131
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23515
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74218
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29764
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9109
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59132
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3504
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8047
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80575
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.946
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25622
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72319
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93246
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06572
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.06802
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.01551
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 22.97617
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 22.94201
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 22.91298
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 22.93229
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722936
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00143
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300162
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621363
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721833
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93607
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32498
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74774
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20921
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7147
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27044
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88086
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55795
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31311
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76109
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75636
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88955
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19115
†(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65704
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8551
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07542
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.12379
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.07769
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.05214
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.03215
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.01787
(365.15, 10.07, 324.05) (364.56, 1.33, 362.31) (0.81, 2.16, 0.81) Human 23.05847
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707961
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98542
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28302
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602921
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698577
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916698
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30397
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7249
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18396
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68698
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23994
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85046
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52552
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27689
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71877
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70841
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83484
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12809
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60451
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80005
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00583
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693336
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969777
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266248
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58488
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676923
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.897809
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2835
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70265
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15968
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65997
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21023
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81761
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49135
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24172
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67766
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66191
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78175
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06693
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53797
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77744
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6594
í(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679066
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954514
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249863
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56727
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656858
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.879401
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26356
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68096
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13602
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63395
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18128
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78563
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45584
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20311
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63784
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61683
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73029
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0077
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47399
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75769
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36534
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665157
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939616
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233886
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550105
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638369
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861477
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24414
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65986
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.113
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60874
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15326
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75452
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42129
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16453
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59921
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57314
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68047
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95036
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4126
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74069
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11201
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651587
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925091
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218311
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533415
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621439
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844034
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22524
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63932
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09061
™(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58423
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12632
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72426
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3877
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12703
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56082
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53087
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63228
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89489
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35371
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72654
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0978
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.94458
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.87853
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.82171
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.77272
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.7338
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638349
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910926
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203156
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517121
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606053
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827071
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20687
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61936
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06884
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56041
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10013
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69533
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35507
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09061
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51585
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48341
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58326
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84128
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29428
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6771
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0866
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.87801
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.70849
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.6691
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.63489
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.6057
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.58331
(365.15, 10.07, 324.05) (366.70, 1.33, 363.31) (0.81, 2.16, 0.81) Human 23.77341
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625458
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897168
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18839
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50123
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592202
(365.15, 10.07, 324.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810587
